new,host,ttl,a,aaaa,soa,status_code,txt,mx,ns,cname,cdn,cdn-name,has_internal_ips,internal_ips,ptr
[x],wallet-api-external.beta.k8s-dev.insolar.io,600,"45.33.2.79, 45.33.30.197, 45.33.23.183, 72.14.185.43, 45.33.20.235, 96.126.123.244, 45.33.18.44, 72.14.178.174, 45.56.79.23, 45.79.19.196, 198.58.118.167, 173.255.194.134",,"{'name': 'wallet-api-external.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.demo-wallet.k8s-dev.insolar.io,600,"198.58.118.167, 173.255.194.134, 45.33.18.44, 45.56.79.23, 45.33.30.197, 96.126.123.244, 45.33.20.235, 72.14.178.174, 45.79.19.196, 45.33.23.183, 45.33.2.79, 72.14.185.43",,"{'name': 'wallet-api-external.demo-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.demo-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.demo-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.demo-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.demo-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-beta-new.k8s-dev.insolar.io,600,"173.255.194.134, 72.14.185.43, 45.33.23.183, 45.56.79.23, 96.126.123.244, 45.33.20.235, 45.79.19.196, 198.58.118.167, 45.33.18.44, 72.14.178.174, 45.33.2.79, 45.33.30.197",,"{'name': 'wallet-api-external.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-beta.k8s-dev.insolar.io,600,"72.14.185.43, 45.33.2.79, 198.58.118.167, 45.33.23.183, 45.33.18.44, 45.56.79.23, 45.79.19.196, 45.33.30.197, 173.255.194.134, 45.33.20.235, 72.14.178.174, 96.126.123.244",,"{'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-wallet-1.k8s-dev.insolar.io,600,"72.14.185.43, 72.14.178.174, 96.126.123.244, 45.56.79.23, 45.79.19.196, 45.33.23.183, 45.33.2.79, 45.33.20.235, 45.33.30.197, 45.33.18.44, 198.58.118.167, 173.255.194.134",,"{'name': 'wallet-api-external.dev-wallet-1.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-1.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-1.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-1.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-wallet-2.k8s-dev.insolar.io,600,"198.58.118.167, 72.14.178.174, 45.56.79.23, 45.33.2.79, 45.33.23.183, 45.33.20.235, 45.33.30.197, 173.255.194.134, 45.79.19.196, 72.14.185.43, 96.126.123.244, 45.33.18.44",,"{'name': 'wallet-api-external.dev-wallet-2.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-2.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-2.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-2.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-wallet-3.k8s-dev.insolar.io,600,"72.14.185.43, 45.33.23.183, 45.33.2.79, 45.33.20.235, 45.79.19.196, 173.255.194.134, 198.58.118.167, 45.33.18.44, 45.33.30.197, 72.14.178.174, 96.126.123.244, 45.56.79.23",,"{'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet-3.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.dev-wallet.k8s-dev.insolar.io,3600,,,"{'name': 'wallet-api-external.dev-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.dev-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.insolar.io,443,"45.33.23.183, 45.33.20.235, 72.14.178.174, 45.33.30.197, 173.255.194.134, 45.56.79.23, 198.58.118.167, 45.33.18.44, 45.33.2.79, 45.79.19.196, 96.126.123.244, 72.14.185.43",,"{'name': 'wallet-api-external.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.mainnet.insolar.io,600,"45.33.2.79, 96.126.123.244, 45.33.30.197, 173.255.194.134, 45.79.19.196, 72.14.178.174, 45.33.23.183, 45.33.20.235, 45.33.18.44, 198.58.118.167, 45.56.79.23, 72.14.185.43",,"{'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.mainnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.qa-alpha.k8s-dev.insolar.io,600,"45.33.23.183, 173.255.194.134, 198.58.118.167, 45.33.30.197, 45.79.19.196, 72.14.178.174, 45.33.20.235, 45.33.2.79, 45.56.79.23, 45.33.18.44, 96.126.123.244, 72.14.185.43",,"{'name': 'wallet-api-external.qa-alpha.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-alpha.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-alpha.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-alpha.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-alpha.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.qa-beta.k8s-dev.insolar.io,3600,,,"{'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.qa-gamma.k8s-dev.insolar.io,600,"45.33.2.79, 45.79.19.196, 96.126.123.244, 72.14.185.43, 45.33.23.183, 45.33.20.235, 72.14.178.174, 45.33.30.197, 173.255.194.134, 45.56.79.23, 198.58.118.167, 45.33.18.44",,"{'name': 'wallet-api-external.qa-gamma.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-gamma.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-gamma.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-gamma.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-gamma.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.qa-wallet.k8s-dev.insolar.io,600,"198.58.118.167, 72.14.178.174, 45.33.18.44, 96.126.123.244, 45.33.2.79, 173.255.194.134, 45.79.19.196, 45.33.23.183, 45.56.79.23, 72.14.185.43, 45.33.20.235, 45.33.30.197",,"{'name': 'wallet-api-external.qa-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.qa-wallet.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.test.insolar.io,600,"45.33.2.79, 45.33.18.44, 45.33.20.235, 45.33.23.183, 45.33.30.197, 45.56.79.23, 45.79.19.196, 72.14.178.174, 72.14.185.43, 96.126.123.244, 173.255.194.134, 198.58.118.167",,"{'name': 'wallet-api-external.test.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.test.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.test.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.test.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.test.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-external.testnet.insolar.io,600,"45.33.2.79, 173.255.194.134, 96.126.123.244, 45.33.18.44, 198.58.118.167, 45.33.23.183, 72.14.185.43, 72.14.178.174, 45.33.20.235, 45.56.79.23, 45.33.30.197, 45.79.19.196",,"{'name': 'wallet-api-external.testnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.testnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.testnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-external.testnet.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api-release-01.insolar.io,600,"45.33.30.197, 45.33.18.44, 72.14.178.174, 45.33.23.183, 198.58.118.167, 45.56.79.23, 45.79.19.196, 45.33.2.79, 173.255.194.134, 96.126.123.244, 45.33.20.235, 72.14.185.43",,"{'name': 'wallet-api-release-01.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-release-01.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-release-01.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-release-01.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api-release-01.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api.beta.k8s-dev.insolar.io,1800,,,"{'name': 'wallet-api.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.beta.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
[x],wallet-api.dev-beta-new.k8s-dev.insolar.io,600,"45.33.23.183, 72.14.178.174, 45.33.18.44, 45.33.2.79, 198.58.118.167, 173.255.194.134, 96.126.123.244, 45.33.20.235, 45.33.30.197, 45.79.19.196, 72.14.185.43, 45.56.79.23",,"{'name': 'wallet-api.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'wallet-api.dev-beta-new.k8s-dev.insolar.io', 'ns': 'ns1-auction.sav.com', 'mailbox': 'admin.giantpanda.com', 'serial': 2013020401, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,,
