input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url
feedback.duckduckgo.com,Contact DuckDuckGo | DuckDuckGo Help Pages,200,57004,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://feedback.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-607988095,40.114.177.156,Varnish,970,False,,azure,True,https://duckduckgo.com/duckduckgo-help-pages/company/contact-us/
ff.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,ff.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,ff.duckduckgo.com,443,https://ff.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
ghightower.duckduckgo.com,Sign in to your account,200,38678,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://ghightower.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8EzAfgVhJpCzRtEjdihLah71Mxr6k1sBmtlmzf1%2BbpEsqrZkFQro%2B5%2Fjc48tck67t8Wowz2IHvwbQ5s7zjl0rNB63Fv6gBJZEc40F6UBjQ%2FF%2B9fUex5MI90oaSWXrvyPd5hCtQRkuhSNtNwt%2F8%2FjwI4tqQNMkTVmMGMuTgjZ1RFLISNNkKGkYYg2i2TTPi6QuGJ1No1mC8sJissQup%2FUESlvZhW9PGbW1HmArtCHC2GIUJ0GUB3FWRQlOkX2%2BO9TGtswFMSPz2Zhe4zBs5YGLScepklo2RoqWC5hQ2YV5XBSzmERBysgsSBFKgzpDKMjiJs8AkpomLHQhxE68POfziQvGxeF2MPUJpPGXqiqD8mFfOYnVW1xrKfTQgdqD%2Bs0pPO7uL34HDcHJMxvoT%2Fce5GiXUB36SyvjeXPnCo%2BhqOV%2FiR0Ywogh4Ty85l2UevzNdrDdlLLl9M9Yd%2BuzVB0xHzeKJmiscBY0IxQPQvdAecOB%2BX9lVm0rX9YKiIGFb9QAvhe%2BO%2Fw8rMDG0bXZGDgaby27niiu3V3CkVBz7v3S%2FzV83dpZ3EGzvDmuFFOHs%2BXSfl6kYu5WgdqzK0WseanMOaR%2Fip9chzdsL%2B%2Fetq%2F%2Fw%2BUr&RelayState=IMPyuaE3pCgU9qSxTPJAdavz4MePp6F2YrTKQ6hO
go.duckduckgo.com,Sign in to your account,200,38677,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://go.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,-1456584612,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdj9owEHy%2FXxHlPcT5DhYgUVBVpGsPAdeHvlSOveasJnZqO73rvz87cIWTWhopirSemZ0db2aGdG2Pl4N9kjv4OYCxd0Hw0rXS4PFoHg5aYkWMMFiSDgy2FO%2BXn%2B9xOkG418oqqtrwHek2hxgD2golPWmznofrx4fvNU9QlrG6hCxpUMpqlFRlWaOUlHnBElZXZFpWTcmATDOeFXmOqoZzxDhlvC6o1%2FoK2jjZeei6jNrGDLCRxhJpXRGlWYSqKC0OKMN5gtP0m0et3chCEjsyn6ztDY7jVh2FnHSCamUUt0q2QsKEqi6u0rqepgRFOSPTKE%2BSPGqKJImKlFcFQNbQjMU%2BhNSLb8%2F5fBCSCXm8HUxzAhn86XDYRtuH%2FcFLLN%2FiWilphg70HvQvQeFxd3%2FxOxiITp7ZQH%2F496hGu4SaOFw4mSCYeVd4DEUv%2FkvswBJGLIln8TXvotTjL26CzXqrWkF%2Fj3X%2FfFS6I%2FbfgyaTZKwIFvERigdpeqCCC2DhH5ll26rnlQZiYR5aPUAYxO%2Ban5cV2Li6LhsLLzZYqa4nWhh%2Fl%2FBCqD3Pfpn%2FGr5q3S7ugC9urivF1ONcees%2Bz0ozf6tAXe%2BDJs680vYc0l%2FFT67jG7YXd2%2FH1%2F%2Fh4hU%3D&RelayState=vPrEBA1T2Ia1inhpcExdYPrYQYQgrVcaqDuFgpu5
help.duckduckgo.com,Welcome | DuckDuckGo Help Pages,200,56180,https://duckduckgo.com,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://help.duckduckgo.com:443,https,nginx,text/html,GET,52.250.42.157,/,-1750099437,52.250.42.157,Varnish,973,False,,azure,True,https://duckduckgo.com/duckduckgo-help-pages/
hosts.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,hosts.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,hosts.duckduckgo.com,443,https://hosts.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
html.duckduckgo.com,DuckDuckGo,200,2486,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,html.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,html.duckduckgo.com,443,https://html.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,Nginx,54,False,,azure,True,https://html.duckduckgo.com/html/
https://duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
i.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,i.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,i.duckduckgo.com,443,https://i.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
icons.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67147,https://duckduckgo.com,icons.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,icons.duckduckgo.com,443,https://icons.duckduckgo.com:443,https,nginx,text/html,GET,40.114.178.124,/,-1750099437,40.114.178.124,React,95,False,,azure,True,
ideas.duckduckgo.com,400 Bad Request,400,122,,ideas.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2024-04-23T23:59:59Z,CN=*.zoho.com,*.zoho.com,,zoho.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d1e84dadd3be23b473dbed7219cdff00,756c7d01c28e377968909d709d4e908824d89a701fd788359488035175b42a16,True,ctls,ideas.duckduckgo.com,443,https://ideas.duckduckgo.com:443,https,ZGS,text/html,GET,136.143.190.214,/,1758723300,136.143.190.214,,7,False,True,,,
images.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://images.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,https://duckduckgo.com
improving.duckduckgo.com,Improving DuckDuckGo,200,2177,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,improving.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,improving.duckduckgo.com,443,https://improving.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,Nginx,40,False,,azure,True,
isa.duckduckgo.com,Sign in to your account,200,38625,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://isa.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,171270751,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjpswEHy%2Fr0C8E8DgAlYSKU1UNdK1FyW5PtxLZewlZxVsapte%2Bve1Sa7JSb0UCSGtZ2Znx8vU0K7tyWKwz3ILPwcw9i4Ijl0rDRmPZuGgJVHUCEMk7cAQy8hu8eWeoElCeq2sYqoN35Buc6gxoK1Q0pPWq1m4enz4niJU1egDZJSVGDhNs7KqMSqzokkSqBKcVTTPIENFjjFr6pRhKGrOa86KOsel1%2FoG2jjZWei6jNrGDLCWxlJpXTFBWZQUEcL7JCN5ShB68qiVG1lIakfms7W9IXHcqoOQk04wrYxqrJKtkDBhqosLVJYVokmUc1pFeZrmUY3TNMKoKTBAVrOMxz4E5MU353w%2BCsmFPNwOpj6BDPm832%2BizcNu7yUWr3EtlTRDB3oH%2Bpdg8Li9v%2FgdDEQnz3xgP%2Fx7UKNdykwczp1MEEy9KzKGouf%2FJXZgKaeWxtP4mndR6slXN8F6tVGtYL%2FHun8%2BKd1R%2B%2F6g6SQdK4JHzQglgzQ9MNEI4OFfmUXbqpelBmphFlo9QBjEb5qflxX4uLouGwtHGyxV11MtjL9LOFJmz7Nf5r%2BGL1u3i1to5jfXlRHmca68cZ8Xpbm%2FVWCu915TZ15pew7pn%2BIn1%2FEN2%2FO71%2BPr%2F3D%2BBw%3D%3D&RelayState=z7G5d0NNfnCwtVCctEiOFUvy1GK3HdejtTv6jeWl
jeffrey.duckduckgo.com,Sign in to your account,200,38742,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://jeffrey.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbpswFH3vVyDeCdhACFYSKUs0LVK3Rknah71Mxr6k1sBmtlmzv69N0iWV1gwJIV2fc%2B65x5epoW3TkUVvn%2BUWfvVg7F0QHNtGGjIczcJeS6KoEYZI2oIhlpHd4us9waOEdFpZxVQTviPd5lBjQFuhpCetV7Nw9fjwoyxRmmYUKjbBSTEuYczpOJ9gNOaorHgNGc8hhUlaF%2FW4zDBKOORVnSVQlDWmyGs9gTZOdha6LoO2MT2spbFUWldMcBolRYTzfZKSDJE0%2B%2B5RKzeykNQOzGdrO0PiuFEHIUetYFoZVVslGyFhxFQbF3gyKTFNoozTMsoQyqIqRyjKcV3kAGnFUh77ELAX35zz%2BSQkF%2FJwO5jqBDLky36%2FiTYPu72XWLzFtVTS9C3oHejfgsHj9v7itzcQnTzznv3070ENdikzcTh3MkEw9a7IEIqe%2F5fYgqWcWhpP42veRakj39wE69VGNYL9Ger%2B%2Bax0S%2B3Hg6IRGiqCR%2FUAJb00HTBRC%2BDhX5lF06iXpQZqYRZa3UMYxO%2Ban5cV%2BLC6LhsLRxssVdtRLYy%2FSzhSZs%2BzX%2Ba%2Fhi8bt4tbqOc315UR5nGuvHGfF6W5v1VgrvdeU2deaXsO6Z%2FiJ9fxDdvzu7fj6%2F9w%2Fgo%3D&RelayState=xiuNnHhKkHKxBaFIcVUrJzal77uQ4ydgZL2Sz9Ay
johnm.duckduckgo.com,Sign in to your account,200,38574,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://johnm.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb9owFH3vr4jyHmLngyQWIDHQNKRuRUD7sJfJ2DfUWmJntrOyf1870EGllVmyLF3fc%2B65x9cTQ9umI%2FPePssN%2FOrB2LsgOLaNNGS4moa9lkRRIwyRtAVDLCPb%2Bdd7kowQ6bSyiqkmfAe6jaHGgLZCSQ9aLafh8vHhR5VzRPG4LHhSIlZUOC9piRLM3U5oinOUpON9VtV5OU7rIq%2BrIkVjmqWoyDigsed6Am0c7TR0VQZuY3pYSWOptC7oGCJUREm%2BQynJMEmz7z5r6VoWktoB%2BWxtZ0gcN%2Bog5KgVTCujaqtkIySMmGrjIinLKqEoyjitogzjLNrnGEd54lQBpHuW8tibkHjy9dmfT0JyIQ%2B3jdmfkgz5stuto%2FXDducp5m92LZQ0fQt6C%2Fq3YPC4ub%2Fo7Q1EJ828Zz%2F9PqhBLmUmDmeOJggmXhUZTNGz%2FwJbsJRTS%2BNJfI27MHXkm%2BtgtVyrRrA%2FQ9yvz0q31H7cKB7hISJ4VA%2BppJemAyZqATz8SzNvGvWy0EAtTEOrewiD%2BF3x87ACH0bXeWPhaIOFajuqhfFvCUfK7Ln3S%2F%2FX6YvGzeIG6tnNcWWE%2BTwXXrvjRWnuXxWYq73T1IlX2p5N%2Bif5SXV8Q%2Fbs7u36%2Bh%2FOXgE%3D&RelayState=Tsr3zc2dsgmrfRQf8N0EHJj9OK3rnCRz5U7zfZjl
jupyter.duckduckgo.com,Sign in to your account,200,38704,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://jupyter.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjtowEHy%2Fr4jyHhI7yREsQKKgqkjXHgKuD32pHHvNWU3s1HZ69O%2FPDlzhpJZGiiKtZ2Znx5uppW3TkUXvntUWfvZg3V0UHdtGWTIczeLeKKKplZYo2oIljpHd4vMDwaOMdEY7zXQTvyPd5lBrwTipVSCtV7N49fT4vRAoE2XNcFYXJWJCCMw5RjAGhLIqzynwuuS5B4gir0rK7hmuBCuqe5pNag5B6ysY62Vnse8yaFvbw1pZR5XzxQznSTZOcLnPclIgkhffAmrlR5aKuoH57FxnSZo2%2BiDVqJXMaKuF06qRCkZMt%2BkYV9UE0ywpOJ0kBUJFUpcIJSUW4xLAO8x5GkLAQXxzzueDVFyqw%2B1g6hPIkk%2F7%2FSbZPO72QWLxFtdSK9u3YHZgfkkGT9uHi9%2FeQnLyzHv2I7wHPdilzKbx3MtE0TS4IkMoZv5fYguOcupoOk2veReljnzxE6xXG91I9nuoh%2BejNi11%2Fx4UjdBQkTwRA5T0ynbApJDA4z8yi6bRL0sD1MEsdqaHOErfNT8vK%2FBhdX02Do4uWuq2o0bacJdwpMydZ7%2FMfw1fNn4XtyDmN9eVERZwvrzxnxdteLhVYL733lBvXht3Dumv4ifX6Q3b87u34%2Bv%2FcP4K&RelayState=ifuTTnNkqB6mwrEPH65jUqJORsYhGJVFIxc7QHU7
jve.duckduckgo.com,Sign in to your account,200,38629,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://jve.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPbjtowEH3fr4jyHnK%2FYAESBVVF2nYRsPvQl2qwJ6zVxE5tp0v%2Ffu3AFlbqUkuRlfGcM2eOxxMNbdOReW%2BexQZ%2F9ajNnecd20ZoMhxN%2FV4JIkFzTQS0qImhZDv%2Fek%2BSUUQ6JY2ksvHfgW5jQGtUhkvhQKvl1F8%2BPvxI8rQsM9hjzIqiHMcFgyKqxzTJUlYjHUdpneO%2BqNIK6qqOkhxLzPKqLEoGkf11XE%2BotKWd%2BrbKwK11jyuhDQhjg1GSBlEZJPkuSkkWkzT77rKWtmUuwAzIZ2M6TcKwkQcuRi2nSmpZGykaLnBEZRuWSVWNE4iCjME4yOI4C%2FZ5HAd5Upc5YrqnKQudCYkjX5%2F9%2BcQF4%2BJw25j9KUmTL7vdOlg%2FbHeOYv5m10IK3beotqh%2Bc4qPm%2FuL3l5jcNLMevrTfQc5yAWqQ39maTxv4lSRwRQ1%2By%2BwRQMMDIST8Bp3YerIN9vBarmWDad%2Fhrhbn6VqwXzcaDyKhwhnQT2kkl7oDimvOTL%2FL828aeTLQiEYnPpG9eh74bvi52FFNoyu9cbg0XgL2XaguHZ3iUeg5tz7pf%2Fr9EVjZ3GD9ezmuFJCXZ4Nr%2B32IhVzt4rU1t4psOKlMmeT%2Fkl%2BUh3ekD27ezu%2BfoezVw%3D%3D&RelayState=4S33Gc3fEgvFYSeH1C7fuFRS3TmYhJYp4ee1IXKf
