input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,final_url,tls_wildcard_certificate,tls_mismatched,csp_domains_,tls_subject_org_,tls_expired
stag-developer-api.dbeta.me,,403,118,stag-developer-api.dbeta.me,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-24T23:59:59Z,CN=*.dbeta.me,*.dbeta.me,dbeta.me,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e96b96bf641a32f63623725dfcb75d8f,5e092871cd5be560262c72964cf67a0214dc655301294058acb02675b773f6dc,ctls,stag-developer-api.dbeta.me,,443,https://stag-developer-api.dbeta.me:443,https,nw,GET,34.193.117.53,/,-1936894422,54.144.86.114,,2,False,,application/json,,True,,https://csp.djicdn.com/_/http-sec-report,,
start.dji.com,来大疆官网体验无人机飞行,200,4732,start.dji.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,start.dji.com,,443,https://start.dji.com:443,https,Tengine,GET,114.80.179.215,/,,114.80.179.231,Tengine,1,False,,text/html,,True,,,,
static-cdn.djiservice.org,,403,299,static-cdn.djiservice.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:10:35Z,2024-04-11T09:30:44Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b3a6069df7899dc95e425d39fc1a0884,de5bf98ffa8f635012f90ab2c7658fd53baab737369429f4d8db79ac9781ad24,ctls,static-cdn.djiservice.org,,443,https://static-cdn.djiservice.org:443,https,Tengine,GET,163.181.92.230,/,1109695689,163.181.92.225,Tengine,9,False,,application/xml,,True,,,,
static.djicdn.com,,403,243,static.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,static.djicdn.com,cloudfront,443,https://static.djicdn.com:443,https,AmazonS3,GET,52.222.236.120,/,353584263,52.222.236.59,Amazon Web Services,2,False,True,application/xml,,True,,,,
staticpage.djiservice.org,‎,200,556,,,,,,,,,,,,,,,,,,,80,http://staticpage.djiservice.org:80,http,AmazonS3,GET,52.217.232.37,/,396307127,52.216.154.195,Amazon Web Services,1,False,,text/html,,,,,,
statistical-report.djiservice.org,,200,3,statistical-report.djiservice.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:10:35Z,2024-04-11T09:30:44Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b3a6069df7899dc95e425d39fc1a0884,de5bf98ffa8f635012f90ab2c7658fd53baab737369429f4d8db79ac9781ad24,ctls,statistical-report.djiservice.org,,80,http://statistical-report.djiservice.org:80,http,Tengine,GET,79.133.177.228,/,116323821,163.181.92.229,Tengine,1,False,,text/plain,https://statistical-report.djiservice.org/,True,,,,
store.dji.com,"DJI Store - Official Store for DJI Drones, Gimbals and Accessories (United States)",200,941529,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,store.dji.com,cloudfront,443,https://store.dji.com:443,https,openresty,GET,108.138.17.43,/,1253011228,108.138.17.86,OpenResty,61,False,True,text/html,,True,,,,
store.dji.net,"DJI Store - Official Store for DJI Drones, Gimbals and Accessories (United States)",200,941529,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,store.dji.com,cloudfront,443,https://store.dji.net:443,https,openresty,GET,108.138.17.8,/,345697428,2600:9000:2491:9a00:9:59cf:fa40:93a1,OpenResty,61,False,True,text/html,https://store.dji.com,True,,,,
store.djicdn.com,,403,243,store.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,store.djicdn.com,cloudfront,443,https://store.djicdn.com:443,https,AmazonS3,GET,13.225.78.26,/,1488012187,2600:9000:21f3:9200:16:5fa6:c840:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
stormsend2.djicdn.com,,403,243,stormsend2.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,stormsend2.djicdn.com,cloudfront,443,https://stormsend2.djicdn.com:443,https,AmazonS3,GET,65.9.95.5,/,-966814772,2600:9000:2127:6e00:1b:7090:7d00:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
studio.dji.com,,503,37,studio.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,studio.dji.com,,80,http://studio.dji.com:80,http,,GET,118.178.113.214,/,161976523,118.178.113.214,,2,False,,application/json,https://studio.dji.com/,True,,,,
studiochina.dji.com,,404,58,studiochina.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,studiochina.dji.com,,80,http://studiochina.dji.com:80,http,,GET,118.178.113.214,/,-1644060773,118.178.113.214,,2,False,,application/json,https://studiochina.dji.com/,True,,,,
survey.dji.com,,200,29027,survey.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,survey.dji.com,,443,https://survey.dji.com:443,https,Tengine,GET,180.163.40.41,/,-1840324437,180.163.40.35,Tengine,66,False,,text/html,,True,,https://csp.djicdn.com/_/http-sec-report,,
terra-1-g.djicdn.com,,403,302,terra-1-g.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,ctls,terra-1-g.djicdn.com,,443,https://terra-1-g.djicdn.com:443,https,Tengine,GET,163.181.92.230,/,-1855421650,163.181.92.227,Tengine,9,False,,application/xml,,True,,,,
test-relay-service.djicdn.com,ERROR: The request could not be satisfied,502,1074,test-relay-service.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-04T23:59:59Z,CN=relay-service.djicdn.com,relay-service.djicdn.com,stag-relay-service.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fdc5744ecfca3df1761c7439b9b1ee07,7c70068de06482e10bcbb52a1b7a30b08813fc8d81a9043bffd3cdb3d8f6658d,ctls,test-relay-service.djicdn.com,cloudfront,443,https://test-relay-service.djicdn.com:443,https,CloudFront,GET,52.222.236.27,/,-1545257220,2600:9000:223e:8a00:e:3c9b:8ec0:93a1,Amazon Web Services,20,False,True,text/html,,,,,,
test-www.robomaster.com,,403,118,test-www.robomaster.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,test-www.robomaster.com,,443,https://test-www.robomaster.com:443,https,Tengine,GET,180.163.40.36,/,1436231553,180.163.40.41,Tengine,2,False,,application/json,,True,,,,
tokyo.skypixel.com,,404,29,tokyo.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,tokyo.skypixel.com,,443,https://tokyo.skypixel.com:443,https,,GET,47.254.91.162,/,2132091746,47.254.22.219,,1,False,,application/octet-stream,,True,,,,
transfer.dji.com,,200,1161,transfer.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,transfer.dji.com,,80,http://transfer.dji.com:80,http,Tengine,GET,79.133.177.232,/,-967291158,79.133.177.230,Tengine,34,False,,text/html,https://transfer.dji.com/,True,,https://csp.djicdn.com/_/http-sec-report,,
upload-us.skypixel.com,,404,58,upload-us.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,upload-us.skypixel.com,,443,https://upload-us.skypixel.com:443,https,Tengine,GET,163.181.92.228,/,-1644060773,163.181.92.229,Tengine,2,False,,application/json,,True,,,,
upload.skypixel.com,,404,61,upload.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,upload.skypixel.com,,443,https://upload.skypixel.com:443,https,Tengine,GET,163.181.56.175,/,-2109136166,163.181.56.170,Tengine,1,False,,application/json,,True,,,,
us-ag.dji.com,DJI,200,3050,us-ag.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,us-ag.dji.com,,443,https://us-ag.dji.com:443,https,,GET,118.178.113.214,/,-2116380525,118.178.113.214,HSTS,71,False,,text/html,,True,,,,
us-cms-videos.dji.net,,403,290,us-cms-videos.dji.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T07:12:10Z,2024-04-11T11:31:29Z,CN=*.dji.net,*.dji.net,dji.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb3da33bc2fa1882cac8ba42c8978339,29eb109b158db4383090716f414321b1b42ee785faac8df0cf70b7b4373cdaf8,ctls,us-cms-videos.dji.net,,443,https://us-cms-videos.dji.net:443,https,Tengine,GET,163.181.92.232,/,1327870478,163.181.92.231,Tengine,9,False,,application/xml,,True,,,,
us-videos.dji.net,,403,283,us-videos.dji.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T07:12:10Z,2024-04-11T11:31:29Z,CN=*.dji.net,*.dji.net,dji.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb3da33bc2fa1882cac8ba42c8978339,29eb109b158db4383090716f414321b1b42ee785faac8df0cf70b7b4373cdaf8,ctls,us-videos.dji.net,,443,https://us-videos.dji.net:443,https,Tengine,GET,79.133.177.215,/,-1157922252,79.133.177.215,Tengine,9,False,,application/xml,,True,,,,
us.djiservice.org,,500,353,us.djiservice.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,edcba1029411fde8c7803b678c35c330,25e36359e992e704d67f7d71d95e621d70e00c16d16fd3857819d5503688a4ae,ctls,us.djiservice.org,cloudfront,443,https://us.djiservice.org:443,https,,GET,18.66.112.108,/,1526384432,2600:9000:223f:5000:7:2dfd:f700:93a1,Amazon Web Services,1,False,True,application/json,,True,,,,
use.fontawesome.com,,403,243,use.fontawesome.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T03:15:52Z,2023-08-04T03:15:51Z,CN=use.fontawesome.com,use.fontawesome.com,use.fontawesome.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b18aaf7e2c17a24a9396a09b71be0431,c6386e0c989049c5124f4658c0799c277ad4296c1bba47b3792bdad556d3770a,ctls,use.fontawesome.com,cloudflare,443,https://use.fontawesome.com:443,https,cloudflare,GET,172.64.132.15,/,1888322804,2606:4700:e2::ac40:850f,HTTP/3,2,False,True,application/xml,,,,,,
valueadded.djiservice.org,,503,37,valueadded.djiservice.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T07:10:35Z,2024-04-11T09:30:44Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b3a6069df7899dc95e425d39fc1a0884,de5bf98ffa8f635012f90ab2c7658fd53baab737369429f4d8db79ac9781ad24,ctls,valueadded.djiservice.org,,443,https://valueadded.djiservice.org:443,https,Tengine,GET,163.181.92.230,/,-1282115970,163.181.92.231,Tengine,2,False,,text/plain,,True,,https://csp.djicdn.com/_/http-sec-report,,
videocaption.djicdn.com,,403,266,,,,,,,,,,,,,,,,,,,80,http://videocaption.djicdn.com:80,http,Tengine,GET,163.181.92.229,/,-1218603546,163.181.92.230,Tengine,9,False,,application/xml,,,,,,
videos.dji.net,,403,260,videos.dji.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:12:10Z,2024-04-11T11:31:29Z,CN=*.dji.net,*.dji.net,dji.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb3da33bc2fa1882cac8ba42c8978339,29eb109b158db4383090716f414321b1b42ee785faac8df0cf70b7b4373cdaf8,ctls,videos.dji.net,,443,https://videos.dji.net:443,https,Tengine,GET,163.181.92.228,/,1253011228,163.181.92.231,Tengine,9,False,,application/xml,,True,,,,
wukong.djiservice.org,,403,118,wukong.djiservice.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,edcba1029411fde8c7803b678c35c330,25e36359e992e704d67f7d71d95e621d70e00c16d16fd3857819d5503688a4ae,ctls,wukong.djiservice.org,cloudfront,443,https://wukong.djiservice.org:443,https,nw,GET,18.66.147.28,/,1177275429,2600:9000:225e:7a00:a:68a3:3dc0:93a1,Amazon Web Services,2,False,True,application/json,,True,,,,
www-api.dji.com,,404,26,www-api.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,www-api.dji.com,cloudfront,443,https://www-api.dji.com:443,https,openresty,GET,52.222.236.105,/,700799878,2600:9000:223e:7600:15:df86:a640:93a1,Sails.js,1,False,True,application/json,,True,,https://*.dji.com,,
www-cache.dji.com,,403,118,www-cache.dji.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,www-cache.dji.com,,80,http://www-cache.dji.com:80,http,Tengine,GET,79.133.177.227,/,-2025454349,79.133.177.225,Tengine,2,False,,application/json,https://www-cache.dji.com/,True,,,,
www-v1.dji.com,,403,243,www-v1.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,www-v1.dji.com,cloudfront,443,https://www-v1.dji.com:443,https,AmazonS3,GET,18.66.122.2,/,774126619,2600:9000:2250:1600:6:11bd:7e00:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
www.djicdn.com,www.djicdn.com,200,1062,www.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-08T23:59:59Z,CN=www.djicdn.com,www.djicdn.com,www.dji-hobby.com.cn,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,704f78bd3cd5428945d4537daeb35b14,c995b80d590b3a064b2cc8ab4031fd18676b7fe06a154a0f20fb45da52133d49,ctls,www.djicdn.com,cloudfront,443,https://www.djicdn.com:443,https,CloudFront,GET,13.32.99.94,/,-39738697,2600:9000:2251:1400:1:c55:7180:93a1,Amazon Web Services,34,False,True,,,,,,,
www.djivideos.com,视频中心-管理后台,200,722,www.djivideos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:13:14Z,2024-04-11T12:33:32Z,CN=*.djivideos.com,*.djivideos.com,djivideos.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bafb806982940be9e9a61e830f1f404a,46504b2459679749835b32ba04f7eedbb27c05c392286d3ee75708b42cd76486,ctls,www.djivideos.com,,443,https://www.djivideos.com:443,https,,GET,47.88.10.131,/,-877102171,47.88.10.131,Spring,1,False,,text/html,,True,,,,
www.robomaster.com,RoboMaster 机甲大师赛,200,211431,www.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,www.robomaster.com,,443,https://www.robomaster.com:443,https,Tengine,GET,163.181.56.171,/,1078035768,163.181.56.175,Vue.js,140,False,,text/html,https://www.robomaster.com/zh-CN,True,,,,
www.skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10993,www.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,www.skypixel.com,,443,https://www.skypixel.com:443,https,,GET,47.254.22.219,/,-1082549427,47.254.91.162,,71,False,,text/html,,True,,https://mimo.skypixel.com,,
www1.djicdn.com,,403,243,www1.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,www1.djicdn.com,cloudfront,443,https://www1.djicdn.com:443,https,AmazonS3,GET,65.9.95.15,/,1906449571,65.9.95.48,Amazon Web Services,2,False,True,application/xml,,True,,,,
www2.djicdn.com,,403,255,,,,,,,,,,,,,,,,,,cloudfront,80,http://www2.djicdn.com:80,http,AmazonS3,GET,13.225.78.83,/,952201369,13.225.78.5,Amazon Web Services,2,False,True,application/xml,,,,,,
www3.djicdn.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://www3.djicdn.com:80,http,AmazonS3,GET,13.32.121.7,/,-942721541,13.32.121.15,Amazon Web Services,2,False,True,application/xml,,,,,,
www4.djicdn.com,,403,243,www4.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,www4.djicdn.com,cloudfront,443,https://www4.djicdn.com:443,https,AmazonS3,GET,18.66.112.110,/,570545861,18.66.112.97,Amazon Web Services,2,False,True,application/xml,,True,,,,
