new,host,a,cname,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name
,ra.kinepolis.fr,"95.101.74.196, 95.101.74.200",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,ra7.kinepolis.fr,"2.16.186.9, 2.16.186.17",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,rampup.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,refinuri.kinepolis.ch,"2.16.202.59, 95.101.54.232",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
,regione.kinepolis.ch,"104.81.60.72, 104.81.60.75",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,regione.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,regione.kinepolis.lu,"92.122.101.26, 92.122.101.58",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:fe00::5c7a:653a, 2a02:26f0:fe00::5c7a:651a",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,remote.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,removevirusmalwares.kinepolis.fr,"95.101.54.232, 2.16.202.59",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,renew.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,requirementsascodeextract.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,respiratorysystem.kinepolis.lu,"23.76.204.146, 23.76.204.149",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all",,
,restricted.kinepolis.ch,"2.16.186.9, 2.16.186.17",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,resume.kinepolis.ch,"2.16.241.5, 2.16.241.19",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,resume.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,resume.kinepolis.lu,"23.76.204.146, 23.76.204.149",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a1-67.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,rewards.landmarkcinemas.com,205.206.14.209,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,riccardocoronati.kinepolis.lu,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a24-67.akam.net, a6-66.akam.net, a13-66.akam.net, a1-67.akam.net, a5-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,ril.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,rootsweb.kinepolis.ch,"184.25.50.136, 184.25.50.176",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,rootsweb.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,rootsweb.kinepolis.lu,"185.225.250.26, 185.225.250.74, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a13-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,rostarcas.kinepolis.com,194.78.185.139,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,rowbot.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,rule-example.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,s.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,saint-nicolas.kinepolis.lu,188.93.155.230,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,salesforce.com.00df00000005ccwmam.live.internal.nsa.gov.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,sbc1gamma.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,scholar.google.com.fortwayne.libproxy.kinepolis.fr,"23.53.40.65, 23.53.40.81",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,scjfvirus0316.kinepolis.fr,"2.16.202.59, 95.101.54.232",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
,search.kinepolis.ch,"2.16.186.9, 2.16.186.17",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,search.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,search.kinepolis.lu,"2.16.186.9, 2.16.186.17",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,secure.kinepolis.ch,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a24-67.akam.net, a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,secure.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,secure.kinepolis.lu,,kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,sedi-https-internal-eu.aka.amazon.com.kinepolis.fr,"2.16.186.9, 2.16.186.17",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ef39, 2a02:26f0:7100::1720:ef33",kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,sepolicy.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,serv.kinepolis.fr,"2.16.238.24, 2.16.238.23",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a5-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
,server.kinepolis.ch,"23.50.131.223, 23.50.131.219",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:5200::b81f:f83, 2a02:26f0:5200::b81f:f79",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331",,
,server.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,server.kinepolis.lu,"2.16.186.9, 2.16.186.17",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,server1.kinepolis.ch,,kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,"v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
,server1.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,service.kaldewei.de.kaldewei.typo-dev.kinepolis.fr,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,service.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,servicedesk.kinepolis.com,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,severnaya-korona.kinepolis.lu,"104.81.60.75, 104.81.60.72",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all",,
,shn-dev-ed.my.salesforce.com.crm.abccorp.kinepolis.fr,"184.25.50.136, 184.25.50.176",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:287a, 2a02:26f0:3100::1735:2872",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,shop-dev.kinepolis.be,188.93.155.230,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,shop-dev.kinepolis.fr,188.93.155.230,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,shop-dev.kinepolis.lu,188.93.155.230,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,shop-devprod.kinepolis.lu,"95.101.74.196, 95.101.74.200",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,shop-nicolas.kinepolis.lu,"23.55.161.167, 23.55.161.155",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,shop.kinepolis.be,"95.101.74.215, 95.101.74.222","shop.kinepolis.edgesuite.net, a1801.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::1748:fc9b, 2a02:26f0:b200::1748:fc7b",,,,,
,shop.kinepolis.ch,"104.97.85.27, 104.97.85.12, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
,shop.kinepolis.com,"104.17.121.18, 104.17.122.18","kinepolis.slgnt.eu, kinepolis.slgnt.eu.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:7912, 2606:4700::6811:7a12",mx1.slgnt.eu,,"ca3-34f845b9233144d4b3b48f88033c2f63, v=spf1 a mx include:spf.slgnt.eu -all",True,cloudflare
,shop.kinepolis.com.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,shop.kinepolis.fr,"2.16.186.10, 2.16.186.9","shop.kinepolis.edgesuite.net, a1801.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:179f, 2a02:26f0:3500:12::1730:1789",,,,,
,shop.kinepolis.lu,"2.16.186.10, 2.16.186.9","shop.kinepolis.edgesuite.net, a1801.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::1720:ef23, 2a02:26f0:7100::1720:ef42",,,,,
,shopdev.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,siman01.sim.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,simple-html5-music-player.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,simweb01.sim.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,siness.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,sip.kinepolis.be,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::20,,,,,
,sip.kinepolis.ch,,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::20,,,,,
,sip.kinepolis.com,52.112.192.139,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:2::b,,,,,
,sip.kinepolis.fr,52.112.67.51,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,"2603:1037:0:7::b, 2603:1037::b, 2603:1037:0:c::f, 2603:1037:0:1::b, 2603:1037:0:5::b, 2603:1037:0:2::b, 2603:1037:0:a::b, 2603:1037:0:15::c",,,,,
,sip.kinepolis.lu,52.112.196.46,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::20,,,,,
,sites.kinepolis.ch,"104.81.60.75, 104.81.60.72",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a24-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
,sites.kinepolis.lu,"2.16.238.23, 2.16.238.24",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
