input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,tls_wildcard_certificate,final_url,tls_self_signed,tls_expired
reroutingmngr.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141367,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://reroutingmngr.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
s3dataupdatevpn.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141307,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://s3dataupdatevpn.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
salesforce-acc.vgz.nl,Not Found,404,315,,salesforce-acc.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,salesforce-acc.vgz.nl,443,https://salesforce-acc.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
sam-pub.vgz.nl,404 Not Found,404,146,,sam-pub.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-05T08:31:22Z,2023-09-03T08:31:21Z,CN=sam-pub.vgz.nl,sam-pub.vgz.nl,,sam-pub.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb762ee07372497503f54be6405f86b8,e15f05ae962269e70bb0a890ed3452dd41d5b14771755c638e3be81bad21ceba,ctls,sam-pub.vgz.nl,443,https://sam-pub.vgz.nl:443,https,,text/html,GET,20.126.191.197,/,1494302000,20.126.191.197,HSTS,8,False,,,,,,,
sam-stg.vgz.nl,404 Not Found,404,146,,sam-stg.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-05T07:47:28Z,2023-09-03T07:47:27Z,CN=sam-stg.vgz.nl,sam-stg.vgz.nl,,sam-stg.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc87ce5a8458691d424b2dc1b561946c,d4f2b3b7123117e0f5592bbbada031a6857e5e90b5b59227da00ba0d7401720e,ctls,sam-stg.vgz.nl,443,https://sam-stg.vgz.nl:443,https,,text/html,GET,20.31.217.100,/,1494302000,20.31.217.100,HSTS,8,False,,,,,,,
scm.a.ase-sc.azure.vgz.nl,Not Found,404,315,,scm.a.ase-sc.azure.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,scm.a.ase-sc.azure.vgz.nl,443,https://scm.a.ase-sc.azure.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
scm.ot.ase-sc.azure.vgz.nl,Not Found,404,315,,scm.ot.ase-sc.azure.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,scm.ot.ase-sc.azure.vgz.nl,443,https://scm.ot.ase-sc.azure.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
servicestoremanagement.vgz.nl,Blocked,404,7887,,servicestoremanagement.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T08:59:44Z,2023-08-25T09:09:00Z,"CN=servicestoremanagement.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",servicestoremanagement.vgz.nl,VGZ Zorgverzekeraar N.V.,servicestoremanagementot.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,8759a9530888b7d61dc404f800475c2c,6eebdbef08099d17dec206817fa05472a1a07797aca3cd1a5b43c8358bf25354,ctls,servicestoremanagement.vgz.nl,443,https://servicestoremanagement.vgz.nl:443,https,,text/html,GET,20.79.85.100,/,-1735737222,20.79.85.100,,2,False,,,,,,,
servicestoremanagementat.vgz.nl,Blocked,404,7887,,servicestoremanagementat.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T08:59:44Z,2023-08-25T09:09:00Z,"CN=servicestoremanagement.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",servicestoremanagement.vgz.nl,VGZ Zorgverzekeraar N.V.,servicestoremanagementot.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,8759a9530888b7d61dc404f800475c2c,6eebdbef08099d17dec206817fa05472a1a07797aca3cd1a5b43c8358bf25354,ctls,servicestoremanagementat.vgz.nl,443,https://servicestoremanagementat.vgz.nl:443,https,,text/html,GET,20.52.208.176,/,2125763032,20.52.208.176,,2,False,,,,,,,
servicestoremanagemento2.vgz.nl,Blocked,404,7887,,servicestoremanagemento2.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T08:59:44Z,2023-08-25T09:09:00Z,"CN=servicestoremanagement.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",servicestoremanagement.vgz.nl,VGZ Zorgverzekeraar N.V.,servicestoremanagementot.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,8759a9530888b7d61dc404f800475c2c,6eebdbef08099d17dec206817fa05472a1a07797aca3cd1a5b43c8358bf25354,ctls,servicestoremanagemento2.vgz.nl,443,https://servicestoremanagemento2.vgz.nl:443,https,,text/html,GET,20.23.179.224,/,829535638,20.23.179.224,,2,False,,,,,,,
servicestoremanagementot.vgz.nl,Blocked,404,7887,,servicestoremanagementot.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T08:59:44Z,2023-08-25T09:09:00Z,"CN=servicestoremanagement.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",servicestoremanagement.vgz.nl,VGZ Zorgverzekeraar N.V.,servicestoremanagementot.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,8759a9530888b7d61dc404f800475c2c,6eebdbef08099d17dec206817fa05472a1a07797aca3cd1a5b43c8358bf25354,ctls,servicestoremanagementot.vgz.nl,443,https://servicestoremanagementot.vgz.nl:443,https,,text/html,GET,20.31.195.119,/,1149790983,20.31.195.119,,2,False,,,,,,,
servicestoremanagementst.vgz.nl,Blocked,404,7887,,servicestoremanagementst.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T08:59:44Z,2023-08-25T09:09:00Z,"CN=servicestoremanagement.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",servicestoremanagement.vgz.nl,VGZ Zorgverzekeraar N.V.,servicestoremanagementot.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,8759a9530888b7d61dc404f800475c2c,6eebdbef08099d17dec206817fa05472a1a07797aca3cd1a5b43c8358bf25354,ctls,servicestoremanagementst.vgz.nl,443,https://servicestoremanagementst.vgz.nl:443,https,,text/html,GET,20.238.237.151,/,-1669612247,20.238.237.151,,2,False,,,,,,,
servicestoresandbox.vgz.nl,VGZ - Service Store Sandbox,200,4148,,servicestoresandbox.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T06:55:40Z,2023-07-18T06:55:39Z,CN=servicestoresandbox.vgz.nl,servicestoresandbox.vgz.nl,,servicestoresandbox.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aafc3faf2a6faa6f875a76b9ab658d6c,a1d277aa66a3911401b1645dbcef2d52c65e5a3730b5f53ea97c4777c17fcde2,ctls,servicestoresandbox.vgz.nl,443,https://servicestoresandbox.vgz.nl:443,https,,text/html,GET,20.101.219.85,/,-720112568,20.101.219.85,HSTS,13,False,,,,,,,
servicestoresandboxo2.vgz.nl,VGZ - Service Store Sandbox,200,3388,,servicestoresandboxo2.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T06:55:20Z,2023-07-18T06:55:19Z,CN=servicestoresandboxo2.vgz.nl,servicestoresandboxo2.vgz.nl,,servicestoresandboxo2.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,985d4e2c1e7c6ce95d44b4a26fcd19a3,cacf100ec33374992f378d18793f0a4d80e4e8f868d382b71b4e0b60697ce0c0,ctls,servicestoresandboxo2.vgz.nl,443,https://servicestoresandboxo2.vgz.nl:443,https,,text/html,GET,20.71.22.38,/,-720112568,20.71.22.38,HSTS,13,False,,,,,,,
sewww.vgz.nl,Not Found,404,315,,sewww.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,sewww.vgz.nl,443,https://sewww.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
share.vgz.nl,Not Found,404,315,,share.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,share.vgz.nl,443,https://share.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
shibaskybaby.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141367,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://shibaskybaby.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
sihtrack-acc.vgz.nl,Not Found,404,315,,sihtrack-acc.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,sihtrack-acc.vgz.nl,443,https://sihtrack-acc.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
sip.vgz.nl,,404,76,,sip.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.vgz.nl,443,https://sip.vgz.nl:443,https,RTC/7.0,text/plain,GET,52.112.192.139,/,1545760928,2603:1027:0:48::20,HSTS,4,False,True,,,True,,,
sjc1-riemann-a6.otp.vgz.nl,Not Found,404,315,,sjc1-riemann-a6.otp.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,sjc1-riemann-a6.otp.vgz.nl,443,https://sjc1-riemann-a6.otp.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
sots-category-prod.azure.vgz.nl,Not Found,404,315,,sots-category-prod.azure.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,sots-category-prod.azure.vgz.nl,443,https://sots-category-prod.azure.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
splunk-uf-devops.otp2.vgz.nl,Not Found,404,315,,splunk-uf-devops.otp2.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,splunk-uf-devops.otp2.vgz.nl,443,https://splunk-uf-devops.otp2.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
sso.vgz.nl,Not Found,404,315,,sso.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,sso.vgz.nl,443,https://sso.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
st.app.vgz.nl,Blocked,404,7891,,st.app.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T08:22:00Z,2023-09-10T08:21:59Z,CN=st.app.vgz.nl,st.app.vgz.nl,,st.ucapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c0bec39f5381dac970e559b202d6305,63f31d5a2d3a58cb57cbe1f8d2933e5217effe1c908cdd9c75d7abb719a0c2f7,ctls,st.app.vgz.nl,443,https://st.app.vgz.nl:443,https,,text/html,GET,20.79.211.59,/,-326256188,20.79.211.59,,2,False,,,,,,,
st.ucapp.vgz.nl,Blocked,404,7891,,st.ucapp.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T08:22:00Z,2023-09-10T08:21:59Z,CN=st.app.vgz.nl,st.app.vgz.nl,,st.ucapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c0bec39f5381dac970e559b202d6305,63f31d5a2d3a58cb57cbe1f8d2933e5217effe1c908cdd9c75d7abb719a0c2f7,ctls,st.ucapp.vgz.nl,443,https://st.ucapp.vgz.nl:443,https,,text/html,GET,20.79.211.59,/,-326256188,20.79.211.59,,2,False,,,,,,,
st.zorgapp.vgz.nl,Blocked,404,7891,,st.zorgapp.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T14:11:20Z,2023-07-19T14:11:19Z,CN=st.zorgapp.vgz.nl,st.zorgapp.vgz.nl,,st.zorgapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c0de51b1e57995b452ec14f59a477fb5,45f1dd7a24c665379f18e00869ecfbb8e1e1b6f8eca203a18f8b636a03749a43,ctls,st.zorgapp.vgz.nl,443,https://st.zorgapp.vgz.nl:443,https,,text/html,GET,20.79.129.24,/,-326256188,20.79.129.24,,2,False,,,,,,,
stattic.vgz.nl,Not Found,404,315,,stattic.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,stattic.vgz.nl,443,https://stattic.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
suzuki-freestar-5.vgz.nl,Not Found,404,315,,suzuki-freestar-5.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,suzuki-freestar-5.vgz.nl,443,https://suzuki-freestar-5.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
tch979652.vgz.nl,Not Found,404,315,,tch979652.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,tch979652.vgz.nl,443,https://tch979652.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
tempconnect.vgz.nl,Not Found,404,315,,tempconnect.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,tempconnect.vgz.nl,443,https://tempconnect.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
terrifier2filmedeterrorcompletodubladohdmega.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141308,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://terrifier2filmedeterrorcompletodubladohdmega.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
