new,host,ttl,a,cname,soa,status_code,aaaa,cdn,cdn-name,ns,mx,txt
[x],authcecebell.next.nos.nl,30.0,"52.57.45.107, 3.127.78.209, 18.184.126.146",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],autodandomain-controllererfig-www.next.nos.nl,30.0,"18.184.126.146, 52.57.45.107, 3.127.78.209",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],autodiscover.nos.nl,7200.0,"52.98.241.184, 52.98.241.200, 52.98.243.8, 40.99.150.72","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","{'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024114911, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}",NOERROR,,,,,,
[x],backup.api.nos.nl,60.0,,apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],backupportal.nos.nl,60.0,,backupportal.gslb.nos.nl,,NOERROR,,,,,,
[x],baguette.next.nos.nl,30.0,"18.184.126.146, 52.57.45.107, 3.127.78.209",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bd54cc5e.next.nos.nl,30.0,"18.184.126.146, 3.127.78.209, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bevrijding.api.nos.nl,40.0,"18.195.78.168, 52.57.181.246, 3.65.76.84",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bevrijding.nos.nl,190.0,,dhg4n7l0qix1u.cloudfront.net,,NOERROR,,True,cloudfront,,,
[x],bid46g6.next.nos.nl,30.0,"3.127.78.209, 18.184.126.146, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bijlagen-test.nos.nl,60.0,"185.166.88.10, 185.166.88.15, 185.166.88.12, 185.166.88.14, 185.166.88.11, 185.166.88.13","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node02.nl-ams-2.cdn.scalia.network, node02.nl-nal-1.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network","{'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2a00:7c83:0:5::bbbb:600, 2a00:7c83:0:5::bbbb:900, 2a00:7c83:0:5::bbbb:300, 2a00:7c83:0:5::bbbb:500, 2a00:7c83:0:5::bbbb:400, 2a00:7c83:0:5::bbbb:700, 2a00:7c83:0:5::bbbb:200, 2a00:7c83:0:5::bbbb:a00, 2a00:7c83:0:5::bbbb:800",,,"ns-1387.awsdns-45.org, ns-1879.awsdns-42.co.uk, ns-379.awsdns-47.com, ns-666.awsdns-19.net",,
[x],bijlagen.nos.nl,60.0,"185.173.162.69, 185.173.162.70, 185.173.162.72, 185.173.162.71, 185.173.162.68","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node01.nl-nal-1.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network, node02.nl-nal-1.cdn.scalia.network, node03.nl-nal-1.cdn.scalia.network","{'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],blue03.next.nos.nl,60.0,"18.184.126.146, 3.127.78.209, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bpomappdiscovery-ho-a2q.next.nos.nl,30.0,"52.57.45.107, 18.184.126.146, 3.127.78.209",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],brickvillagebucket.next.nos.nl,180.0,"3.127.78.209, 18.184.126.146, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bsp1.next.nos.nl,30.0,"3.127.78.209, 18.184.126.146, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],bufixavatarfix.next.nos.nl,30.0,,apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],build.api.nos.nl,42.0,,apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],build.next.nos.nl,30.0,,apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],cara.api.nos.nl,60.0,,apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],catalyst1.rtv.nos.nl,7200.0,145.58.15.251,,"{'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],catalyst2.rtv.nos.nl,7200.0,145.58.15.252,,"{'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'rtv.nos.nl', 'ns': 'ns-1641.awsdns-13.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],cd3fbecd.next.nos.nl,30.0,"52.57.45.107, 18.184.126.146, 3.127.78.209",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],cdn.nos.nl,240.0,"185.166.88.10, 185.166.88.11, 185.166.88.14, 185.166.88.12, 185.166.88.15, 185.166.88.13","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node02.nl-ams-2.cdn.scalia.network, node03.nl-nal-1.cdn.scalia.network, node02.nl-nal-1.cdn.scalia.network","{'name': 'cdn.scalia.network', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2a00:7c83:0:5::cccc:600, 2a00:7c83:0:5::cccc:900, 2a00:7c83:0:5::cccc:700, 2a00:7c83:0:5::cccc:800, 2a00:7c83:0:5::cccc:500, 2a00:7c83:0:5::cccc:300, 2a00:7c83:0:5::cccc:200, 2a00:7c83:0:5::cccc:400, 2a00:7c83:0:5::cccc:a00",,,,,
[x],cf-test-fe1.nos.nl,60.0,"3.160.150.2, 3.160.150.34, 3.160.150.97, 3.160.150.54",d10p18t6ftml5j.cloudfront.net,,NOERROR,,True,cloudfront,,,
[x],cf-test.nos.nl,60.0,,d38v7us35guozt.cloudfront.net,"{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,,,,,
[x],cf-test3.nos.nl,60.0,,d2cxdl43vt0akr.cloudfront.net,"{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,,,,,
[x],cloudstaging.next.nos.nl,30.0,"3.127.78.209, 18.184.126.146, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],collaborative-filter.api.nos.nl,60.0,"3.65.76.84, 18.195.78.168, 52.57.181.246",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],compute.api.nos.nl,60.0,"52.57.181.246, 3.65.76.84, 18.195.78.168",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],comrex1.api.nos.nl,42.0,"18.195.78.168, 3.65.76.84, 52.57.181.246",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],comrex1.nos.nl,91.0,,,"{'name': 'nos.nl', 'ns': 'ns-1511.awsdns-60.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 300}, {'name': 'nos.nl', 'ns': 'ns-1511.awsdns-60.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],confluence-s3-euwmediaconfig-helpdesk.next.nos.nl,30.0,"52.57.45.107, 3.127.78.209, 18.184.126.146",apps.nos2.cluster.chp4.io,,NOERROR,,,,,,
[x],confluenceprodawsstreaming.next.nos.nl,30.0,,apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],confluencevipexample.next.nos.nl,180.0,"3.127.78.209, 18.184.126.146, 52.57.45.107",apps.nos2.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],content-based-recommender.api.nos.nl,60.0,,apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],control2-hub.api.nos.nl,60.0,,apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],cookies.nos.nl,6380.0,"18.66.147.15, 18.66.147.104, 18.66.147.57, 18.66.147.61","ccm.npo.nl, drm0dv0ymy5qa.cloudfront.net","{'name': 'drm0dv0ymy5qa.cloudfront.net', 'ns': 'ns-636.awsdns-15.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'drm0dv0ymy5qa.cloudfront.net', 'ns': 'ns-636.awsdns-15.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:225e:e800:6:b2b:e080:93a1, 2600:9000:225e:6000:6:b2b:e080:93a1, 2600:9000:225e:5e00:6:b2b:e080:93a1, 2600:9000:225e:4200:6:b2b:e080:93a1, 2600:9000:225e:8c00:6:b2b:e080:93a1, 2600:9000:225e:9000:6:b2b:e080:93a1, 2600:9000:225e:b000:6:b2b:e080:93a1, 2600:9000:225e:1a00:6:b2b:e080:93a1",True,cloudfront,,,
[x],cookievrij.nos.nl,300.0,"35.157.20.176, 52.59.105.202, 18.158.185.241","redirect.nos.nl, apps.nos.cluster.chp5-prod.npocloud.nl","{'name': 'chp5-prod.npocloud.nl', 'ns': 'ns-603.awsdns-11.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],core.nos.nl,60.0,"3.65.76.84, 18.195.78.168, 52.57.181.246",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
[x],corgi.api.nos.nl,60.0,"52.57.181.246, 3.65.76.84, 18.195.78.168",apps.nos.cluster.chp4.io,"{'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'chp4.io', 'ns': 'ns-1081.awsdns-07.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
