input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_self_signed,tls_subject_org_,csp_domains_,final_url,tls_expired
storage-pl-1000.codefi.network,,404,21,storage-pl-1000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1000.codefi.network,443,https://storage-pl-1000.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1001.codefi.network,,404,21,storage-pl-1001.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1001.codefi.network,443,https://storage-pl-1001.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1004.codefi.network,401 Authorization Required,401,180,storage-pl-1004.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-18T23:37:51Z,2023-10-16T23:37:50Z,CN=www.storage-pl-1004.codefi.network,www.storage-pl-1004.codefi.network,www.storage-pl-1004.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,be76e1915b0d553fa1b91ea6c2e00f68,1c563a4c12165f4aa078be6a6ed6963b500fc6764b5619f4ffb68d1c15c0d5e0,,ctls,storage-pl-1004.codefi.network,443,https://storage-pl-1004.codefi.network:443,https,text/html,GET,15.188.255.37,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
storage-pl-1008.codefi.network,,404,21,storage-pl-1008.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1008.codefi.network,443,https://storage-pl-1008.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1013.codefi.network,,404,21,storage-pl-1013.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1013.codefi.network,443,https://storage-pl-1013.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1025.codefi.network,,404,21,storage-pl-1025.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1025.codefi.network,443,https://storage-pl-1025.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1027.codefi.network,,404,21,storage-pl-1027.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1027.codefi.network,443,https://storage-pl-1027.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1047.codefi.network,,404,21,storage-pl-1047.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1047.codefi.network,443,https://storage-pl-1047.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1048.codefi.network,,404,21,storage-pl-1048.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1048.codefi.network,443,https://storage-pl-1048.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1058.codefi.network,,404,21,storage-pl-1058.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1058.codefi.network,443,https://storage-pl-1058.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1100.codefi.network,,404,21,storage-pl-1100.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1100.codefi.network,443,https://storage-pl-1100.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-123.codefi.network,,404,21,storage-pl-123.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-123.codefi.network,443,https://storage-pl-123.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-1234.codefi.network,,404,21,storage-pl-1234.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-1234.codefi.network,443,https://storage-pl-1234.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-351.codefi.network,,404,21,storage-pl-351.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-351.codefi.network,443,https://storage-pl-351.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-361.codefi.network,,404,21,storage-pl-361.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-361.codefi.network,443,https://storage-pl-361.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-363.codefi.network,,404,21,storage-pl-363.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-363.codefi.network,443,https://storage-pl-363.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-373.codefi.network,,404,21,storage-pl-373.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-373.codefi.network,443,https://storage-pl-373.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-377.codefi.network,,404,21,storage-pl-377.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-377.codefi.network,443,https://storage-pl-377.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-381.codefi.network,,404,21,storage-pl-381.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-381.codefi.network,443,https://storage-pl-381.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-392.codefi.network,401 Authorization Required,401,180,storage-pl-392.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-27T12:02:27Z,2023-10-25T12:02:26Z,CN=www.storage-pl-392.codefi.network,www.storage-pl-392.codefi.network,www.storage-pl-392.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,11bcee08c13c06ad8e24529842b6a57b,6cd35bffc7b2a504fda078b07209da01b75c724b6b4a8a1db60e45266ae92c66,,ctls,storage-pl-392.codefi.network,443,https://storage-pl-392.codefi.network:443,https,text/html,GET,15.188.255.37,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
storage-pl-558.codefi.network,,404,21,storage-pl-558.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-558.codefi.network,443,https://storage-pl-558.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-663.codefi.network,401 Authorization Required,401,180,storage-pl-663.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-27T11:59:04Z,2023-10-25T11:59:03Z,CN=www.storage-pl-663.codefi.network,www.storage-pl-663.codefi.network,www.storage-pl-663.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e2a77e35e3e8a19c341a8d288d0199d2,487dd11984437df0e33a97c94fd0b199ee94ae2eda641b5050f06acb5984d94e,,ctls,storage-pl-663.codefi.network,443,https://storage-pl-663.codefi.network:443,https,text/html,GET,35.181.109.147,/,-1910267375,15.188.255.37,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
storage-pl-773.codefi.network,,404,21,storage-pl-773.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-773.codefi.network,443,https://storage-pl-773.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-892.codefi.network,,404,21,storage-pl-892.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-892.codefi.network,443,https://storage-pl-892.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-897.codefi.network,,404,21,storage-pl-897.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-897.codefi.network,443,https://storage-pl-897.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-901.codefi.network,,404,21,storage-pl-901.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-901.codefi.network,443,https://storage-pl-901.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-903.codefi.network,,404,21,storage-pl-903.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-903.codefi.network,443,https://storage-pl-903.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-904.codefi.network,,404,21,storage-pl-904.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-904.codefi.network,443,https://storage-pl-904.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-911.codefi.network,,404,21,storage-pl-911.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-911.codefi.network,443,https://storage-pl-911.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-914.codefi.network,401 Authorization Required,401,180,storage-pl-914.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-07T08:01:47Z,2023-01-05T08:01:46Z,CN=www.storage-pl-914.codefi.network,www.storage-pl-914.codefi.network,www.storage-pl-914.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9930108a3dc030ab023174f92e957d42,eaf8a1aee6458fc2e24770803e50195793d86aa1a434e8b6a12d8a60e5ddea8c,,ctls,storage-pl-914.codefi.network,443,https://storage-pl-914.codefi.network:443,https,text/html,GET,15.236.171.218,/,-1910267375,35.181.109.147,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,True
storage-pl-917.codefi.network,,404,21,storage-pl-917.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-917.codefi.network,443,https://storage-pl-917.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-925.codefi.network,,404,21,storage-pl-925.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-925.codefi.network,443,https://storage-pl-925.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-940.codefi.network,,404,21,storage-pl-940.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-940.codefi.network,443,https://storage-pl-940.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
storage-pl-944.codefi.network,,404,21,storage-pl-944.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,storage-pl-944.codefi.network,443,https://storage-pl-944.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
