input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
wwwqa-api-epsw.pp.cf.app.ford.com,,404,210,wwwqa-api-epsw.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:41:05Z,2024-04-24T20:41:04Z,"CN=wwwqa-api-epsw.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-api-epsw.pp.cf.app.ford.com,Ford Motor Company,wwwqa-api-epsw.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dbcb09995bda14956f5ebad2751ccc04,cd624eea84c8dbc7b222d5e3470855d51de22ddf4979eab22b87baa24d20c889,ctls,wwwqa-api-epsw.pp.cf.app.ford.com,443,https://wwwqa-api-epsw.pp.cf.app.ford.com:443,https,,application/json,GET,19.12.120.232,/,49515120,2620:0:403:2013:0:ffff:130c:78e8,1,False,,HSTS,,,,,
wwwqa-ar.app.ford.com,Access Denied,403,269,www.ford.com.ar,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-10T00:00:00Z,2023-12-13T23:59:59Z,"CN=www.motorcraft.com.ar, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.motorcraft.com.ar,Ford Motor Company,motorcraft.com.ar,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a981d37ce228813d0a24f0de59901842,b07e4b498cab85f4748dbcb1fe3ca403e8fd652c8612501834857ce8a2534d44,ctls,www.ford.com.ar,80,http://wwwqa-ar.app.ford.com:80,http,AkamaiGHost,text/html,GET,19.12.127.130,/,-1848823506,19.12.127.130,10,False,,,,,,,https://www.ford.com.ar/
wwwqa-canadapaystub.cf.app.ford.com,PAYSTUB ONLINE,200,454,wwwqa-canadapaystub.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T01:44:29Z,2024-04-24T01:44:28Z,"CN=wwwqa-canadapaystub.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-canadapaystub.pp.cf.app.ford.com,Ford Motor Company,wwwqa-canadapaystub.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,28ce5d361c3f820fc3940006719ff35b,dd7ececfd36d6b3f190f824f7573e58f440d93a426e58f743a8b03ee3adecc74,ctls,wwwqa-canadapaystub.cf.app.ford.com,443,https://wwwqa-canadapaystub.cf.app.ford.com:443,https,,text/html,GET,19.12.120.9,/,-1460016128,2620:0:403:2013:0:ffff:130c:7809,19,False,,,,,,,
wwwqa-ccd-dealerconnection-com.cf.app.ford.com,Working...,200,1763,wwwqa-ccd-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:05:24Z,2024-04-27T23:05:23Z,"CN=wwwqa-ccd-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-ccd-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-ccd-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e478d6cf252a88bb2efb4b847086bc3,f9cff9f0d1302b0dc508b4583fe53ee8cfa9952cc843a2283c1a08fa9a8ca459,ctls,wwwqa-ccd-dealerconnection-com.cf.app.ford.com,80,http://wwwqa-ccd-dealerconnection-com.cf.app.ford.com:80,http,,text/html,GET,19.12.105.67,/,-1840324437,2620:0:402:2013:0:ffff:130c:6943,1,False,,Microsoft ASP.NET,,,,,https://wwwqa-ccd-dealerconnection-com.cf.app.ford.com/
wwwqa-cis-dealerconnection.cf.app.ford.com,CIS,200,4165,wwwqa-cis-dealerconnection.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T01:48:45Z,2024-04-24T01:48:44Z,"CN=wwwqa-cis-dealerconnection.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-cis-dealerconnection.pp.cf.app.ford.com,Ford Motor Company,wwwqa-cis-dealerconnection.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f774053ebe3f48c29c160e78009e24a8,73245f4855d0632676b2d17b9c3e8c5b222c525aacbd7b430d9b95772975b766,ctls,wwwqa-cis-dealerconnection.cf.app.ford.com,443,https://wwwqa-cis-dealerconnection.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.8,/,1494302000,2620:0:403:2013:0:ffff:130c:7808,137,False,,Nginx,,,,,
wwwqa-cis-dealerconnection.pp.cf.app.ford.com,CIS,200,4165,wwwqa-cis-dealerconnection.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T01:24:42Z,2024-04-24T01:24:41Z,"CN=wwwqa-cis-dealerconnection.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-cis-dealerconnection.pp.cf.app.ford.com,Ford Motor Company,wwwqa-cis-dealerconnection.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a6bac4ad7b75fa822ca07180860fa21f,7da1ec96dbf35bcfa39e44788211c138c31db2c6181b9b249ee5ad59978ba90e,ctls,wwwqa-cis-dealerconnection.pp.cf.app.ford.com,443,https://wwwqa-cis-dealerconnection.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.104.8,/,566218143,2620:0:403:2013:0:ffff:130c:7808,137,False,,Nginx,,,,,
wwwqa-contatoproativo.cf.app.ford.com,Ford - Contato Proativo,200,2156,wwwqa-contatoproativo.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:44:43Z,2024-04-24T20:44:42Z,"CN=wwwqa-contatoproativo.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-contatoproativo.pp.cf.app.ford.com,Ford Motor Company,wwwqa-contatoproativo.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bb632e14948eca0cb651c7016b3a0942,78b03a33256c8647b21a93e8d873eed320d60ed98d08c7b99fd567651e757266,ctls,wwwqa-contatoproativo.cf.app.ford.com,443,https://wwwqa-contatoproativo.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.234,/,-403534797,2620:0:403:2013:0:ffff:130c:78ea,37,False,,Nginx,,,,,
wwwqa-datadif-dealerconnection-com.cf.app.ford.com,Working...,200,1775,wwwqa-datadif-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:24:12Z,2024-04-24T20:24:11Z,"CN=wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-datadif-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,05c6b097cd6f72a2355713f919ea463b,3f64d264d0c461924e2e60e300ffb6961e71e5b4d9d3a0d9e60b40396270a217,ctls,wwwqa-datadif-dealerconnection-com.cf.app.ford.com,443,https://wwwqa-datadif-dealerconnection-com.cf.app.ford.com:443,https,Kestrel,text/html,GET,19.12.104.236,/,1772087922,2620:0:402:2013:0:ffff:130c:68ec,1,False,,Microsoft ASP.NET,,,,,
wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com,Working...,200,1781,wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:48:21Z,2024-04-24T20:48:20Z,"CN=wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-datadif-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9120bb64814a708f748ba285c41a6c14,c1fed8250b7a633548752a4979b696b76abb9349e6bc8ee97bc88f440c148435,ctls,wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com,443,https://wwwqa-datadif-dealerconnection-com.pp.cf.app.ford.com:443,https,Kestrel,text/html,GET,19.12.120.236,/,1772087922,2620:0:402:2013:0:ffff:130c:68ec,1,False,,Microsoft ASP.NET,,,,,
wwwqa-dcdshubws.pp.cf.app.ford.com,,404,115,wwwqa-dcdshubws.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:26:28Z,2024-04-24T20:26:27Z,"CN=wwwqa-dcdshubws.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-dcdshubws.pp.cf.app.ford.com,Ford Motor Company,wwwqa-dcdshubws.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,86886fadea679d5ce4bfc9e2cc28d9a5,aa38e06ece9fe7e30e4a2fa4df562f3bf4545b325c4d809f63295cd60925bece,ctls,wwwqa-dcdshubws.pp.cf.app.ford.com,443,https://wwwqa-dcdshubws.pp.cf.app.ford.com:443,https,,application/json,GET,19.12.104.237,/,-448579887,2620:0:402:2013:0:ffff:130c:68ed,1,False,,HSTS,,,,,
wwwqa-drax.pp.cf.app.ford.com,DRAX,200,2139,wwwqa-drax.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:52:08Z,2024-04-24T20:52:07Z,"CN=wwwqa-drax.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-drax.pp.cf.app.ford.com,Ford Motor Company,wwwqa-drax.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1a897a87f04afad6a5a428818ef3d91a,b68a996dbe38e19fb31285cc179a80c41d097297acf4ed516f325cbc86d08a2d,ctls,wwwqa-drax.pp.cf.app.ford.com,443,https://wwwqa-drax.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.239,/,-959732671,2620:0:403:2013:0:ffff:130c:78ef,38,False,,Nginx,,,,,
wwwqa-dyf.pp.cf.app.ford.com,Redirect To OP,200,634,wwwqa-dyf.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:08:10Z,2024-04-27T23:08:09Z,"CN=wwwqa-dyf.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-dyf.pp.cf.app.ford.com,Ford Motor Company,wwwqa-dyf.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,60c7a40080104341fd17bf5251bd64ff,344a304a741a30560bd89e5f73720c72bf7ff1c9f00e43427041cc72336a7516,ctls,wwwqa-dyf.pp.cf.app.ford.com,443,https://wwwqa-dyf.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.105.69,/,1953907941,2620:0:402:2013:0:ffff:130c:6945,8,False,,Java,,,,,
wwwqa-dyfca.cf.app.ford.com,Redirect To OP,200,633,wwwqa-dyfca.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:31:54Z,2024-04-24T20:31:53Z,"CN=wwwqa-dyfca.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-dyfca.pp.cf.app.ford.com,Ford Motor Company,wwwqa-dyfca.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,256f7f385d3fa3a7d4dfd2ee7131e05e,7ab53da1978a34ea1954b41642e215b2407de15202e6d89719b0584819245d6b,ctls,wwwqa-dyfca.cf.app.ford.com,80,http://wwwqa-dyfca.cf.app.ford.com:80,http,,text/html,GET,19.12.104.240,/,-1597751686,2620:0:402:2013:0:ffff:130c:68f0,8,False,,Java,,,,,https://wwwqa-dyfca.cf.app.ford.com/
wwwqa-dyl.cf.app.ford.com,Redirect To OP,200,631,wwwqa-dyl.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:55:38Z,2024-04-24T20:55:37Z,"CN=wwwqa-dyl.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-dyl.pp.cf.app.ford.com,Ford Motor Company,wwwqa-dyl.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fd0fb79c47b0f785117a158c475fea72,77143ceb32b0a73c2b55fb0a2f8ced09eeda8c0f295bc5c6d0b84b5dac85973c,ctls,wwwqa-dyl.cf.app.ford.com,443,https://wwwqa-dyl.cf.app.ford.com:443,https,,text/html,GET,19.12.120.242,/,1223707167,2620:0:402:2013:0:ffff:130c:68f2,8,False,,Java,,,,,
wwwqa-dyl.pp.cf.app.ford.com,Redirect To OP,200,634,wwwqa-dyl.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T20:55:38Z,2024-04-24T20:55:37Z,"CN=wwwqa-dyl.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-dyl.pp.cf.app.ford.com,Ford Motor Company,wwwqa-dyl.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fd0fb79c47b0f785117a158c475fea72,77143ceb32b0a73c2b55fb0a2f8ced09eeda8c0f295bc5c6d0b84b5dac85973c,ctls,wwwqa-dyl.pp.cf.app.ford.com,443,https://wwwqa-dyl.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.120.242,/,1798989648,2620:0:402:2013:0:ffff:130c:68f2,8,False,,Java,,,,,
wwwqa-eja-fsao.cf.app.ford.com,Working...,200,1702,wwwqa-eja-fsao.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:09:35Z,2024-04-27T23:09:34Z,"CN=wwwqa-eja-fsao.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-eja-fsao.pp.cf.app.ford.com,Ford Motor Company,wwwqa-eja-fsao.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a79fcfffb92b60fb4eb21bcd8d0eb2e0,34b32bd71c9b49241d6262ef3de01ecc566465670936ae3ad3dac9dd05e081ee,ctls,wwwqa-eja-fsao.cf.app.ford.com,443,https://wwwqa-eja-fsao.cf.app.ford.com:443,https,,text/html,GET,19.12.105.70,/,1772087922,2620:0:402:2013:0:ffff:130c:6946,1,False,,Microsoft ASP.NET,,,,,
wwwqa-eja-fsao.pp.cf.app.ford.com,Working...,200,1708,wwwqa-eja-fsao.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:09:35Z,2024-04-27T23:09:34Z,"CN=wwwqa-eja-fsao.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-eja-fsao.pp.cf.app.ford.com,Ford Motor Company,wwwqa-eja-fsao.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a79fcfffb92b60fb4eb21bcd8d0eb2e0,34b32bd71c9b49241d6262ef3de01ecc566465670936ae3ad3dac9dd05e081ee,ctls,wwwqa-eja-fsao.pp.cf.app.ford.com,443,https://wwwqa-eja-fsao.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.105.70,/,1772087922,2620:0:402:2013:0:ffff:130c:6946,1,False,,Microsoft ASP.NET,,,,,
wwwqa-elearning-lncn.pp.cf.app.ford.com,Redirect To OP,200,646,wwwqa-elearning-lncn.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-16T19:00:37Z,2023-06-17T19:00:36Z,"CN=wwwqa-elearning-lncn.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-elearning-lncn.pp.cf.app.ford.com,Ford Motor Company,wwwqa.elearning.lincoln.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e39476b61bc4f71161df8c01d5cb20f,4d13bef1d40d0257cbb1203fffd224fff6ea0a14cf8e2329092f770e4d3afccc,ctls,wwwqa-elearning-lncn.pp.cf.app.ford.com,443,https://wwwqa-elearning-lncn.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.105.252,/,-1437030086,2620:0:403:2013:0:ffff:130c:79fc,8,False,,Java,,,,,
wwwqa-epays.cf.app.ford.com,,200,245,wwwqa-epays.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:11:53Z,2024-04-27T23:11:52Z,"CN=wwwqa-epays.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-epays.pp.cf.app.ford.com,Ford Motor Company,wwwqa-epays.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8d49be97d7a5b04e6e62cf33010061e8,8fbd33dd53497049dbc628157c8d8e7ed8a60f92855de992cdf5c369e56f4a56,ctls,wwwqa-epays.cf.app.ford.com,443,https://wwwqa-epays.cf.app.ford.com:443,https,,text/html,GET,19.12.105.71,/,-112469802,2620:0:402:2013:0:ffff:130c:6947,15,False,,HSTS,,,,,
wwwqa-et-dealerconnection-com.cf.app.ford.com,Redirect To OP,200,668,wwwqa-et-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:13:49Z,2024-04-27T23:13:48Z,"CN=wwwqa-et-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-et-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-et-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9d6200b3e27a1492ad48b13655cb123d,0dc0dff19b19fb59f543edaa851cec6a1405d380b6c70b175367e5785d9b0f8a,ctls,wwwqa-et-dealerconnection-com.cf.app.ford.com,80,http://wwwqa-et-dealerconnection-com.cf.app.ford.com:80,http,,text/html,GET,19.12.105.72,/,-457612967,2620:0:402:2013:0:ffff:130c:6948,8,False,,Java,,,,,https://wwwqa-et-dealerconnection-com.cf.app.ford.com/
wwwqa-et-dealerconnection-com.pp.cf.app.ford.com,Redirect To OP,200,671,wwwqa-et-dealerconnection-com.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:13:49Z,2024-04-27T23:13:48Z,"CN=wwwqa-et-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-et-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,wwwqa-et-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9d6200b3e27a1492ad48b13655cb123d,0dc0dff19b19fb59f543edaa851cec6a1405d380b6c70b175367e5785d9b0f8a,ctls,wwwqa-et-dealerconnection-com.pp.cf.app.ford.com,443,https://wwwqa-et-dealerconnection-com.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.105.72,/,-1092925105,2620:0:402:2013:0:ffff:130c:6948,8,False,,Java,,,,,
wwwqa-ext-eblesswav-api.cf.app.ford.com,,401,,wwwqa-ext-eblesswav-api.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:42:16Z,2024-04-27T23:42:15Z,"CN=wwwqa-ext-eblesswav-api.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-ext-eblesswav-api.pp.cf.app.ford.com,Ford Motor Company,wwwqa-ext-eblesswav-api.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5bdf1389253ff795b05c137ac66122ba,cdc7937321c9ab5013ecdf54d6825190f0c3017c244827fda6e4ea0bc78b21cd,ctls,wwwqa-ext-eblesswav-api.cf.app.ford.com,443,https://wwwqa-ext-eblesswav-api.cf.app.ford.com:443,https,,,GET,19.12.121.8,/,-1840324437,2620:0:403:2013:0:ffff:130c:7908,1,False,,Java,,,,,
wwwqa-ext-eblesswav-api.pp.cf.app.ford.com,,401,,wwwqa-ext-eblesswav-api.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:15:45Z,2024-04-27T23:15:44Z,"CN=wwwqa-ext-eblesswav-api.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-ext-eblesswav-api.pp.cf.app.ford.com,Ford Motor Company,wwwqa-ext-eblesswav-api.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a813e38d33ad571356115089c94cbcaa,2262f315374dc0435a33086d7be96687889a32d10062ba46fe42bf2c32116789,ctls,wwwqa-ext-eblesswav-api.pp.cf.app.ford.com,443,https://wwwqa-ext-eblesswav-api.pp.cf.app.ford.com:443,https,,,GET,19.12.105.9,/,-1840324437,2620:0:402:2013:0:ffff:130c:6909,1,False,,Java,,,,,
wwwqa-fav.cf.app.ford.com,Portal FAV | Ford Vehicle Acquisition Plan,200,1731,wwwqa-fav.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:17:40Z,2024-04-27T23:17:39Z,"CN=wwwqa-fav.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-fav.pp.cf.app.ford.com,Ford Motor Company,wwwqa-fav.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38338467cd49eab2ffcafb18ec315b6a,fb21ea0d8b61f45770f90841177d03521819ee28fefa84496137006cc846643a,ctls,wwwqa-fav.cf.app.ford.com,80,http://wwwqa-fav.cf.app.ford.com:80,http,nginx,text/html,GET,19.12.105.73,/,-1255347784,2620:0:402:2013:0:ffff:130c:6949,34,False,,Nginx,,,,,https://wwwqa-fav.cf.app.ford.com/
wwwqa-fav.pp.cf.app.ford.com,Portal FAV | Ford Vehicle Acquisition Plan,200,1731,wwwqa-fav.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-27T23:17:40Z,2024-04-27T23:17:39Z,"CN=wwwqa-fav.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-fav.pp.cf.app.ford.com,Ford Motor Company,wwwqa-fav.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38338467cd49eab2ffcafb18ec315b6a,fb21ea0d8b61f45770f90841177d03521819ee28fefa84496137006cc846643a,ctls,wwwqa-fav.pp.cf.app.ford.com,443,https://wwwqa-fav.pp.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.105.73,/,-1255347784,2620:0:402:2013:0:ffff:130c:6949,34,False,,Nginx,,,,,
wwwqa-fbmseu.cf.app.ford.com,FBMSNG,200,1210,wwwqa-fbmseu.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-28T01:00:15Z,2024-04-28T01:00:14Z,"CN=wwwqa-fbmseu.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",wwwqa-fbmseu.pp.cf.app.ford.com,Ford Motor Company,wwwqa-fbmseu.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0630580bcf4fd19a2a004a5ca70b051e,6320cdf485e8bc9f675eefce45f7897ef82ddb61e273c3c7441bf82477002d92,ctls,wwwqa-fbmseu.cf.app.ford.com,443,https://wwwqa-fbmseu.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.120.27,/,632484857,2620:0:402:2013:0:ffff:130c:681b,21,False,,Nginx,,,,,
