new,host,ttl,a,soa,has_internal_ips,internal_ips,status_code,mx,ns,txt,cname,caa
[x],mail.partners.planethoster.net,9801,,"{'name': 'partners.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'partners.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,partners.planethoster.net,"extrafeatures.fr.planethoster.net, extrafeatures-1.fr.planethoster.net",,partners.planethoster.net,
[x],mail.planethoster.net,3600,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,mx.planethoster.net,
[x],mail.postnotifcp.planethoster.net,14400,,"{'name': 'postnotifcp.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090901, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'postnotifcp.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090901, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,postnotifcp.planethoster.net,"extrafeatures.fr.planethoster.net, extrafeatures-1.fr.planethoster.net",,postnotifcp.planethoster.net,
[x],mail.range.planethoster.net,3600,199.16.128.182,"{'name': 'range.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024100701, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'range.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024100701, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'range.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024100701, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'range.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024100701, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,range.planethoster.net,"anycast1.planethoster.net, anycast2.planethoster.net",,range.planethoster.net,
[x],mail.reussir-en-fr.planethoster.com,10538,,"{'name': 'reussir-en-fr.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,reussir-en-fr.planethoster.com,"extrafeatures.fr.planethoster.net, extrafeatures-1.fr.planethoster.net",,reussir-en-fr.planethoster.com,
[x],mail.reussir-en-fr.planethoster.net,14400,85.236.154.74,"{'name': 'reussir-en-fr.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'reussir-en-fr.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024091001, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,reussir-en-fr.planethoster.net,"extrafeatures.fr.planethoster.net, extrafeatures-1.fr.planethoster.net",,reussir-en-fr.planethoster.net,
[x],mail.seo.planethoster.com,14400,,"{'name': 'seo.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102101, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'seo.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102101, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'seo.planethoster.com', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102101, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,seo.planethoster.com,,v=spf1 +a +mx +ip4:85.236.154.74 ~all,seo.planethoster.com,
[x],mail.test-scripts.ns.planethoster.net,14400,85.236.157.8,"{'name': 'test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}, {'name': 'test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 86400}",,,NOERROR,,"nsc.planethoster.net, nsb.planethoster.net, nsa.planethoster.net",v=spf1 +a +mx +ip4:85.236.157.8 ~all,test-scripts.ns.planethoster.net,
[x],mail.test.test-scripts.ns.planethoster.net,14400,85.236.157.8,"{'name': 'test.test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 2419200, 'minttl': 86400}, {'name': 'test.test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 2419200, 'minttl': 86400}, {'name': 'test.test-scripts.ns.planethoster.net', 'ns': 'nsa.planethoster.net', 'mailbox': 'admin.planethoster.info', 'serial': 2018091800, 'refresh': 86400, 'retry': 7200, 'expire': 2419200, 'minttl': 86400}",,,NOERROR,test.test-scripts.ns.planethoster.net,"nsa.planethoster.net, nsc.planethoster.net, nsb.planethoster.net",v=spf1 +a +mx +ip4:85.236.157.8 ~all,test.test-scripts.ns.planethoster.net,
[x],mail.www7.planethoster.net,14400,199.16.128.180,"{'name': 'www7.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2017082302, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'www7.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2017082302, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'www7.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2017082302, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'www7.planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2017082302, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,www7.planethoster.net,,,www7.planethoster.net,
[x],mail301.fr.planethoster.net,14400,85.236.157.42,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mailfilter-ca.n0c.com,3600,199.16.131.166,"{'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,,NOERROR,,,,,
[x],mailfilter-eu.n0c.com,3600,185.221.181.65,"{'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,,NOERROR,,,,,
[x],mailfilter-fr.n0c.com,3600,146.88.238.85,"{'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,,NOERROR,,,,,
[x],mailfilter-staging.ca.planethoster.net,14400,199.59.247.44,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],main.planethoster.net,452,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mars.fr.planethoster.net,86400,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],marvin.fr.planethoster.net,3600,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],membres.planethoster.net,300,,"{'name': 'membres.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'membres.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'membres.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}, {'name': 'membres.planethoster.net', 'ns': 'extrafeatures.fr.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024090501, 'refresh': 3600, 'retry': 1800, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,membres.planethoster.net,"extrafeatures-1.fr.planethoster.net, extrafeatures.fr.planethoster.net",,,
[x],mercure.ca.planethoster.net,1221,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mg.n0c.com,3600,,"{'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'n0c.com', 'ns': 'nsa.n0c.com', 'mailbox': 'hostmaster.n0c.com', 'serial': 2024102923, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,,NOERROR,,,,,
[x],mgmtpa2.fr.planethoster.net,14400,149.6.115.154,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mirror.ca.planethoster.net,519,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mirror.fr.planethoster.net,14400,185.22.111.20,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],mongo.planethoster.net,1220,,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
[x],monitoring.planethoster.net,3600,10.10.71.18,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",True,10.10.71.18,NOERROR,,,,,
[x],motie.planethoster.net,14400,199.59.247.110,"{'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}, {'name': 'planethoster.net', 'ns': 'anycast1.planethoster.net', 'mailbox': 'report.planethoster.info', 'serial': 2024102500, 'refresh': 3600, 'retry': 7200, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,,,,,
