input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
sorryrpz.post.ch,Die Post - HTTP Fehlerseite,404,4561,sorryrpz.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T14:11:12Z,2023-08-09T14:11:12Z,"CN=sorryrpz.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",sorryrpz.post.ch,Post CH AG,sorryrpz.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,aaa2f05dc4946b14bee94563a46db956,16f582eed2e356314cea5b1b746b44560176545fdbb53c29d5714f890b55ee45,ctls,sorryrpz.post.ch,443,https://sorryrpz.post.ch:443,https,Apache,text/html,GET,194.41.184.197,/,318323496,194.41.184.197,HSTS,157,False,,,,,,,,,
sorrywsint.post.ch,Die Post - HTTP Fehlerseite,404,4582,sorrywsint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-18T11:26:00Z,2023-07-18T11:26:00Z,"CN=mls2dev.mylocalservices.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",mls2dev.mylocalservices.ch,Post CH AG,mls2dev.mylocalservices.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,30469ca898dc29b73c30cf9bf5a86dbf,463c1a6237e4ff4bc8dbe3dfc1106d7b4925e992cf74fb3b8a1bf1f16cf262dc,ctls,sorrywsint.post.ch,443,https://sorrywsint.post.ch:443,https,Apache,text/html,GET,194.41.248.191,/,1694469138,194.41.248.191,HSTS,157,False,True,,,,,,,,
spi.post.ch,Elektronische Verzollungsdokumente,200,2952,spi.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T08:05:48Z,2023-06-27T08:05:48Z,"CN=spi.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",spi.post.ch,Post CH AG,spi.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5beca74680e35de0ace5bda801f79503,e33db8098b7067c021d9e16ab4122e611be8b4ba5290a8c289b17b102f3c5ba6,ctls,spi.post.ch,443,https://spi.post.ch:443,https,Apache (proxied),text/html,GET,194.41.184.72,/,318323496,194.41.184.72,HSTS,32,False,,,*.googleapis.com,,https://spi.post.ch/evd-evv/,,,,
spiint.post.ch,Elektronische Verzollungsdokumente,200,3150,spiint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T08:06:28Z,2023-06-27T08:06:28Z,"CN=spiint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",spiint.post.ch,Post CH AG,spiint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6d7b6eaf68528ef4cbf03a19fd1c60f0,7502c5954f44d7889e813ec619af5f370eec1c887e17deb510cf7ab9d0650e64,ctls,spiint.post.ch,443,https://spiint.post.ch:443,https,Apache (proxied),text/html,GET,194.41.248.79,/,1694469138,194.41.248.79,HSTS,37,False,,,*.fls.doubleclick.net,,https://spiint.post.ch/evd-evv/,,,,
ssm.post.ch,Sign in to your account,200,199821,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://ssm.post.ch:443,https,,text/html,GET,20.250.18.99,/,-1840324437,20.250.18.99,HSTS,173,False,,,,,https://login.microsoftonline.com/e07175be-bf55-4325-85bb-74e31094d79c/wsfed?wa=wsignin1.0&wtrealm=urn%3asaas%3aGRCToolbox%3assm&wctx=https%3a%2f%2fssm.post.ch%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&wreply=https%3a%2f%2fssm.post.ch%2f_trust%2fdefault.aspx,,,,
sspae.externint.post.ch,Die Post - HTTP Fehlerseite,401,5633,valuemation5-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T09:09:38Z,2023-06-27T09:09:38Z,"CN=valuemation5-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",valuemation5-int.post.ch,Post CH AG,valuemation5-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7539b2c9b9271054ea72a5b7cb1fa1d4,a8be5fef65e7f8acd9f6a60701b72e8c526f71c7b0ee833f97afa230fa1e6ee7,ctls,valuemation5-int.post.ch,443,https://sspae.externint.post.ch:443,https,Apache,text/html,GET,194.41.248.162,/,1694469138,194.41.248.162,HSTS,176,False,,,,,https://valuemation5-int.post.ch/vm/vmweb,,,,
sspj.extern.post.ch,404 - File or directory not found.,404,1245,sspj.extern.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T11:35:36Z,2023-07-05T11:35:36Z,"CN=promopost.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",promopost.post.ch,Post CH AG,promopost.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cbb3e11f92a72333732fd7bd0b2e3c39,1f9ac9a5a8cffefec4dd5ee3692e5d5ce274f1ff950043761edd62458425c901,ctls,sspj.extern.post.ch,443,https://sspj.extern.post.ch:443,https,Apache,text/html,GET,194.41.184.104,/,318323496,194.41.184.104,HSTS,30,False,True,,,,,,,,
sspj.externint.post.ch,Die Post - HTTP Fehlerseite,401,5621,nemoauth-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-14T07:04:42Z,2023-12-14T07:04:42Z,"CN=nemoauth-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",nemoauth-test.post.ch,Post CH AG,nemoauth-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3d58a025a5ab2ebbb02402f30d9822ea,01fd75cf797dcbf43031ca320a64371b828a9d99595549decb8d63f2fc239064,ctls,nemoauth-test.post.ch,443,https://sspj.externint.post.ch:443,https,Apache,text/html,GET,194.41.248.110,/,1694469138,194.41.248.110,HSTS,176,False,,,,,https://nemoauth-test.post.ch/nemo/,,,,
sspp.extern.post.ch,Die Post - HTTP Fehlerseite,401,5580,sspp.extern.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T09:00:37Z,2023-10-12T09:00:37Z,"CN=wb-instandhaltung.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",wb-instandhaltung.post.ch,Post CH AG,wb-instandhaltung.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7f6b7d55431c895e8742a359cf7e426f,62c30d9135db87607d6c1a6c74a5cd6cee8684fe9bbd2285c6f79ccbeeb6d352,ctls,sspp.extern.post.ch,443,https://sspp.extern.post.ch:443,https,Apache,text/html,GET,194.41.184.102,/,318323496,194.41.184.102,HSTS,176,False,True,,,,,,,,
standorte.post.ch,Standortsuche – Die Schweizerische Post,200,72035,places.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-10T13:41:33Z,2023-11-10T13:41:33Z,"CN=places.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",places.post.ch,Post CH AG,places.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,764abb80b2d6332beedf91f76225b40d,00aba59f706e1e06eaad2181f9422559ac00cd302601b98172066567e431217a,ctls,places.post.ch,80,http://standorte.post.ch:80,http,Apache (proxied),text/html,GET,194.41.184.144,/,1694469138,194.41.184.144,HSTS,39,False,,,https://fonts.gstatic.com,,https://places.post.ch/standortsuche?shortcut=standorte-post-ch,,,,
static.post.ch,Die Post - HTTP Fehlerseite,404,4561,static.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T09:08:25Z,2023-06-27T09:08:25Z,"CN=static.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",static.post.ch,Post CH AG,static.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,4abccc674c4f91ade36d62b3422c828e,1174763d5e914479f7008f5e97593e5a7b711403c9a1c07c81f27b34d4112998,ctls,static.post.ch,443,https://static.post.ch:443,https,Apache,text/html,GET,194.41.185.27,/,318323496,194.41.185.27,HSTS,157,False,,,,,,,,,
staticint.post.ch,Die Post - HTTP Fehlerseite,404,4582,staticint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T09:06:06Z,2023-06-27T09:06:06Z,"CN=staticint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",staticint.post.ch,Post CH AG,staticint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,4b8ce949b9610b306aa478c6e0a7d1f5,58b21bbdf3e08043238781c62e2f9e3b190bf448db081b441b9d4211039d7e92,ctls,staticint.post.ch,443,https://staticint.post.ch:443,https,Apache,text/html,GET,194.41.249.34,/,1694469138,194.41.249.34,HSTS,157,False,,,,,,,,,
stayfit.post.ch,StayFit,200,70845,stayfit.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T06:40:34Z,2023-07-29T06:40:33Z,CN=stayfit.post.ch,stayfit.post.ch,,stayfit.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e68a03ca8d13d9f23a9a16a53dbc3aeb,2892e04c01855afe7205ba7f97cb80074129dc6bc9dfa476b5466e300b23699a,ctls,stayfit.post.ch,443,https://stayfit.post.ch:443,https,,text/html,GET,80.158.47.21,/,335375408,80.158.47.21,Stimulus,1064,False,,,,,,,,,
stb-test.post.ch,Smart Transport Billing,200,877,stb-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T09:42:28Z,2023-08-08T09:42:28Z,"CN=stb-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",stb-test.post.ch,Post CH AG,stb-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,40f2d72651c864e34b6ba5a37c05b352,9bef945bc84adbbee247d4c08c22516dcddd2e78696e1b114183c0b7a3498acf,ctls,stb-test.post.ch,443,https://stb-test.post.ch:443,https,Apache (proxied),text/html,GET,194.41.249.4,/,1694469138,194.41.249.4,HSTS,15,False,,,,,,,,,
stb.post.ch,Smart Transport Billing,200,877,stb.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T09:39:53Z,2023-08-08T09:39:53Z,"CN=stb.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",stb.post.ch,Post CH AG,stb.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,297b68a4c78994afe4f7c5dfd4a34a5a,87fbabdaefc7a74262eee537b7d5485bbbd355d0fb187224062ee3cdbfd453f9,ctls,stb.post.ch,443,https://stb.post.ch:443,https,Apache (proxied),text/html,GET,194.41.184.81,/,318323496,194.41.184.81,HSTS,15,False,,,,,,,,,
stories1.post.ch,#Stories,200,72332,stories1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:54:48Z,2024-03-14T11:54:48Z,"CN=stories.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",stories.post.ch,Post CH AG,facetoface.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e9237f073ef3754cf73ea3478fcccbb2,9c1efc67867eec74877592614b6d6d2ef2dba9f501caa74ef7f9c08a7f2036e6,ctls,stories1.post.ch,443,https://stories1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,1355,False,,,,,https://stories1.post.ch/de,,,,
stories2.post.ch,#Stories,200,72332,stories2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:54:48Z,2024-03-14T11:54:48Z,"CN=stories.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",stories.post.ch,Post CH AG,facetoface.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e9237f073ef3754cf73ea3478fcccbb2,9c1efc67867eec74877592614b6d6d2ef2dba9f501caa74ef7f9c08a7f2036e6,ctls,stories2.post.ch,443,https://stories2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1355,False,,,,,https://stories2.post.ch/de,,,,
styles.design-system.post.ch,Webpack App,200,4233,styles.design-system.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T08:50:08Z,2023-07-04T08:50:07Z,CN=styles.design-system.post.ch,styles.design-system.post.ch,,styles.design-system.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b20114a9d628abb9e3525de69a13eb3,a51afba14d31a034acfef4b38db26cc8ca6020e053fda7f86a9757fb0550a133,ctls,styles.design-system.post.ch,443,https://styles.design-system.post.ch:443,https,Netlify,text/html,GET,35.198.80.163,/,318323496,2a05:d014:275:cb01::c8,Netlify,59,False,,,,,,google,True,,
swisspostmobile.apis-dev.post.ch,Die Post - HTTP Fehlerseite,403,4258,swisspostmobile.apis-dev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T13:34:13Z,2023-09-19T13:34:13Z,"CN=swisspostmobile.apis-dev.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",swisspostmobile.apis-dev.post.ch,Post CH AG,swisspostmobile.apis-dev.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,60b33a53e387df1163b934cecc9903f8,9cef6d6a021435d98e87c8c3938b44765c6b3eac493a6cf445f202cce5d8be25,ctls,swisspostmobile.apis-dev.post.ch,443,https://swisspostmobile.apis-dev.post.ch:443,https,Apache,text/html,GET,194.41.248.247,/,1694469138,194.41.248.247,HSTS,153,False,,,,,,,,,
swisspostmobile.apis-int.post.ch,,404,40,swisspostmobile.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T13:34:53Z,2023-09-19T13:34:53Z,"CN=swisspostmobile.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",swisspostmobile.apis-int.post.ch,Post CH AG,swisspostmobile.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,4fbd53ebefd82281adea21016adcf6b2,f8e4e61d8d30e2fc7a46534ea38bcc67ba305f0feb325aea1368da887c4fab99,ctls,swisspostmobile.apis-int.post.ch,443,https://swisspostmobile.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
tapis.apis-dev.post.ch,Die Post - HTTP Fehlerseite,403,4258,tapis.apis-dev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T12:02:59Z,2024-01-10T12:02:59Z,"CN=tapis.apis-dev.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",tapis.apis-dev.post.ch,Post CH AG,tapis.apis-dev.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ced2ff129a1fa830e881112c91be86e9,a97658a5c1f65b9a72c281a6780eb2058cf9c7b83a514ff65266b8e1d7de9db0,ctls,tapis.apis-dev.post.ch,443,https://tapis.apis-dev.post.ch:443,https,Apache,text/html,GET,194.41.248.247,/,1694469138,194.41.248.247,HSTS,153,False,,,,,,,,,
tapis.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,tapis.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T12:04:39Z,2024-01-10T12:04:39Z,"CN=tapis.apis-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",tapis.apis-test.post.ch,Post CH AG,tapis.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,de7d0f28cab442484ba36056b80b9161,e0469fa9d65c0788aec112e61687be9e221e5d569003062013c8e2b522c9fb28,ctls,tapis.apis-test.post.ch,443,https://tapis.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
tapis.apis.post.ch,,404,40,tapis.apis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T12:08:06Z,2024-01-10T12:08:06Z,"CN=tapis.apis.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",tapis.apis.post.ch,Post CH AG,tapis.apis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b6c4f534555d7c171f7a8fe9e700c664,4938a525119fdc9d1012b6dd848cd6e48803456782dccdd724e20c5dbee1e51f,ctls,tapis.apis.post.ch,443,https://tapis.apis.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.184.141,/,318323496,194.41.184.141,HSTS,1,False,,,,,,,,,
testworkspaceinet.post.ch,VMware Horizon,200,6687,testworkspaceinet.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T12:04:43Z,2023-07-13T12:04:43Z,"CN=testworkspaceinet.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",testworkspaceinet.post.ch,Post CH AG,testworkspaceinet3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e2c7899018c8320a833306c005a026c1,7757df70dae1ceb2d49cdfd0a7c3272cdc26964f6bbe6e9da29067c7a0011c76,ctls,testworkspaceinet.post.ch,443,https://testworkspaceinet.post.ch:443,https,,text/html,GET,194.41.223.24,/,1274734426,194.41.223.24,Java,106,False,,,,,,,,,
testworkspaceone.post.ch,,200,,billingonline-test.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-13T12:17:53Z,2023-06-13T12:17:53Z,"CN=billingonline-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",billingonline-test.post.ch,Post CH AG,billingonline-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,1fb487a693a39bbfe7969fed2b677209,389b7d129ac4a95f9af9b2047482ba3c33b53b557a314cd18fa27449d91f0aa4,ctls,billingonline-test.post.ch,443,https://testworkspaceone.post.ch:443,https,Apache (proxied),,GET,194.41.248.135,/,1694469138,194.41.248.135,HSTS,1,False,,,,,https://billingonline-test.post.ch/onlinepayment/,,,,
timeisnow.post.ch,Document Not Found,404,3136,stories.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:54:48Z,2024-03-14T11:54:48Z,"CN=stories.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",stories.post.ch,Post CH AG,facetoface.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e9237f073ef3754cf73ea3478fcccbb2,9c1efc67867eec74877592614b6d6d2ef2dba9f501caa74ef7f9c08a7f2036e6,ctls,stories.post.ch,443,https://timeisnow.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,HSTS,76,False,,,,,https://stories.post.ch/de/timeisnow?tag=TimeIsNow,,,,
uaasapp.post.ch,Die Post - HTTP Fehlerseite,401,5580,uaasapp.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-05T08:28:31Z,2023-10-05T08:28:31Z,"CN=uaasapp.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",uaasapp.post.ch,Post CH AG,uaasapp.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,27d8c27c552c1c392054153472b36ba7,8f14c6c2d4fedaa1ec9072cf3b25c6991d67f4ca2dbee6f6dc270db2ed545274,ctls,uaasapp.post.ch,443,https://uaasapp.post.ch:443,https,Apache,text/html,GET,194.41.184.177,/,318323496,194.41.184.177,HSTS,176,False,,,,,,,,,
uaasapp2sa.post.ch,Die Post - HTTP Fehlerseite,401,5580,uaasapp2sa.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-06T07:33:16Z,2024-02-06T07:33:16Z,"CN=uaasapp2sa.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",uaasapp2sa.post.ch,Post CH AG,uaasapp2sa.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,caf5f330f9a38e221aa8da824569d55e,1330be410cbba8ab6544212072e747ada46e11f60465c3588a49357913297d0d,ctls,uaasapp2sa.post.ch,443,https://uaasapp2sa.post.ch:443,https,Apache,text/html,GET,194.41.184.68,/,318323496,194.41.184.68,HSTS,176,False,,,,,,,,,
uaasapp2sadev1.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp2sadev1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:11:45Z,2023-12-05T12:11:45Z,"CN=uaasapp2sadev1.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp2sadev1.post.ch,Post CH AG,uaasapp2sadev1.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,300a6bfebf02e6b0fc3b1c4632309de1,52c84b69886b2483849f601992326bc7f020c65caa9de602834e64c7ad5e49c0,ctls,uaasapp2sadev1.post.ch,443,https://uaasapp2sadev1.post.ch:443,https,Apache,text/html,GET,194.41.249.43,/,1694469138,194.41.249.43,HSTS,176,False,,,,,,,,,
uaasapp2sadev2.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp2sadev2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:12:27Z,2023-12-05T12:12:27Z,"CN=uaasapp2sadev2.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp2sadev2.post.ch,Post CH AG,uaasapp2sadev2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0232c5850377746927fcd84f4943f93f,c15feaf5ce2c172d7f5fa465118b6049310d181eceb4cd40eb24e611136dd73b,ctls,uaasapp2sadev2.post.ch,443,https://uaasapp2sadev2.post.ch:443,https,Apache,text/html,GET,194.41.249.45,/,1694469138,194.41.249.45,HSTS,176,False,,,,,,,,,
uaasapp2saint.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp2saint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:13:08Z,2023-12-05T12:13:08Z,"CN=uaasapp2saint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp2saint.post.ch,Post CH AG,uaasapp2saint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,882180465769a147252dcd7283db5f8a,09fd2dcc817a14f7d9cce1204309ef0fd6682e7a043bd18b4f59dd3ad16b546c,ctls,uaasapp2saint.post.ch,443,https://uaasapp2saint.post.ch:443,https,Apache,text/html,GET,194.41.249.41,/,1694469138,194.41.249.41,HSTS,176,False,,,,,,,,,
uaasapp2satest.post.ch,Die Post - HTTP Fehlerseite,401,5601,uaasapp2satest.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T12:13:48Z,2023-12-05T12:13:48Z,"CN=uaasapp2satest.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp2satest.post.ch,Post CH AG,uaasapp2satest.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f419de29a7bef03d8586d92e48d02841,a2ca5405d4cc316b3088df417a385d82cf9ccce22f9e8feac85477f8977f8e09,ctls,uaasapp2satest.post.ch,443,https://uaasapp2satest.post.ch:443,https,Apache,text/html,GET,194.41.249.47,/,1694469138,194.41.249.47,HSTS,176,False,,,,,,,,,
uaasapp3rsa.post.ch,Die Post - HTTP Fehlerseite,401,5580,uaasapp3rsa.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:58:22Z,2024-03-14T11:58:22Z,"CN=uaasapp3rsa.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",uaasapp3rsa.post.ch,Post CH AG,uaasapp3rsa.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0fb73e1d129898196efa5525e7a4a304,cdf1b38f9b32d3a01f16b3e812d56591f50cfbb515c4f76533d6dda4e8ac0a94,ctls,uaasapp3rsa.post.ch,443,https://uaasapp3rsa.post.ch:443,https,Apache,text/html,GET,194.41.184.40,/,318323496,194.41.184.40,HSTS,176,False,,,,,,,,,
