input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_
netgear.com,NETGEAR: Advanced WiFi & Networking,200,291923,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,,443,https://netgear.com:443,https,,text/html,GET,13.248.140.194,/,-687843189,76.223.14.31,SDL Tridion,4179,False,,,True,,https://www.netgear.com:443/,
oauthdev.netgear.com,502 Bad Gateway,502,122,oauthdev.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-07T23:59:59Z,CN=oauthdev.netgear.com,oauthdev.netgear.com,oauthdev.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bc02c992e5072bb252206ac576cdfe8f,f383d23644b3a6f55a1d24ce76851e5039ea1a5335a77f0aadcc15632165cb66,ctls,oauthdev.netgear.com,cloudfront,443,https://oauthdev.netgear.com:443,https,awselb/2.0,text/html,GET,65.9.66.16,/,590066698,2600:9000:206f:c400:15:2160:e380:93a1,Amazon Web Services,7,False,True,,,,,
oauthqa.netgear.com,,404,,oauthqa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-12-01T23:59:59Z,CN=oauthqa.netgear.com,oauthqa.netgear.com,*.io.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7b3d12fdf735c6c7db8c98e538fd7098,847e5bc0f39fbf6d437103fac9f65c258266a5fb2fac404bac8e175807363aa5,ctls,oauthqa.netgear.com,cloudfront,443,https://oauthqa.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.97.98,/,-1840324437,2600:9000:223c:d200:11:f521:e00:93a1,Amazon Web Services,1,False,True,,True,,,
ocapi-ivr-stg.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-ivr-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T09:07:53Z,2024-05-02T09:07:53Z,"CN=ocapi-ivr-stg.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",ocapi-ivr-stg.netgear.com,ocapi-ivr-stg.netgear.com,"CN=Entrust Certification Authority - L1F, OU=(c) 2016 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1F,"Entrust, Inc.",eb1808278e1302371e3884326dd47cb3,f5cd6c5ab43ccc96f4059fc5bcc4b36da2d19f187ed494b2ce2e41884574a679,ctls,ocapi-ivr-stg.netgear.com,cloudfront,443,https://ocapi-ivr-stg.netgear.com:443,https,CloudFront,text/html,GET,18.66.147.29,/,-2030542472,2600:9000:225e:2e00:1:5fa9:22c0:93a1,Amazon Web Services,20,False,True,"Netgear, Inc",,,,
ocapi-ivr.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-ivr.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T04:18:46Z,2024-05-31T04:18:46Z,"CN=ocapi-ivr.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",ocapi-ivr.netgear.com,ocapi-ivr.netgear.com,"CN=Entrust Certification Authority - L1F, OU=(c) 2016 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1F,"Entrust, Inc.",079cfaf8c6425fb9eb4a6a11f456d7f8,ee89a79b7d1f804a049e7abf86b3b732466e742d7d1d5b31b9722cc9a4180260,ctls,ocapi-ivr.netgear.com,cloudfront,443,https://ocapi-ivr.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.20,/,-149962156,2600:9000:20eb:9000:d:840e:d540:93a1,Amazon Web Services,20,False,True,"Netgear, Inc",,,,
ocapi-loadtest.io.netgear.com,,404,203,ocapi-loadtest.io.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-17T23:59:59Z,CN=ocapi-loadtest.io.netgear.com,ocapi-loadtest.io.netgear.com,ocapi-loadtest.io.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bec8896d4ce6c796af29c5698ad9f2b0,8aa557c88eab370813296416d0266f77c5b08dd199b07608f23b7e5a2476581c,ctls,ocapi-loadtest.io.netgear.com,cloudfront,443,https://ocapi-loadtest.io.netgear.com:443,https,,application/json,GET,18.66.97.14,/,-797999384,2600:9000:223c:1c00:19:ebf3:c500:93a1,Amazon Web Services,10,False,True,,,,,
ocapi-payments-cres-stg.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments-cres-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-24T23:59:59Z,CN=ocapi-payments-cres-stg.netgear.com,ocapi-payments-cres-stg.netgear.com,ocapi-payments-server-stg.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d781e29969202b9d3ae182402bc1d887,2310114d0ff535304ba95634f31a71b98ef9bb3fb78bd018f63436d10f1ace03,ctls,ocapi-payments-cres-stg.netgear.com,cloudfront,443,https://ocapi-payments-cres-stg.netgear.com:443,https,CloudFront,text/html,GET,65.9.66.93,/,2070934734,2600:9000:206f:1600:f:3af9:7a40:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-payments-cres.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments-cres.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2024-01-06T23:59:59Z,CN=ocapi-payments-cres.netgear.com,ocapi-payments-cres.netgear.com,ocapialb-payments-cres.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b9c31af646e44a3852e026d33bf71204,4b119acfbee3b18a556069915b6a7cccd76804e0605a0cd765f7e97482383cd5,ctls,ocapi-payments-cres.netgear.com,cloudfront,443,https://ocapi-payments-cres.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.117,/,-446104727,2600:9000:20eb:1000:1e:b129:a6c0:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-payments-server-qa.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments-server-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-25T23:59:59Z,CN=ocapi-payments-server-qa.netgear.com,ocapi-payments-server-qa.netgear.com,ocapi-payments-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ea600d9582a0b037c1340dea619736c,92dd1cdaab32114d94500fed17f981f9c6ae8a270869ac59ee84564ca7b8addf,ctls,ocapi-payments-server-qa.netgear.com,cloudfront,443,https://ocapi-payments-server-qa.netgear.com:443,https,CloudFront,text/html,GET,13.32.121.80,/,894772853,2600:9000:2240:7c00:2:849c:66c0:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-payments-server-stg.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments-server-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-24T23:59:59Z,CN=ocapi-payments-cres-stg.netgear.com,ocapi-payments-cres-stg.netgear.com,ocapi-payments-server-stg.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d781e29969202b9d3ae182402bc1d887,2310114d0ff535304ba95634f31a71b98ef9bb3fb78bd018f63436d10f1ace03,ctls,ocapi-payments-server-stg.netgear.com,cloudfront,443,https://ocapi-payments-server-stg.netgear.com:443,https,CloudFront,text/html,GET,65.9.66.93,/,489817617,2600:9000:206f:6200:f:3af9:7a40:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-payments-stg-2.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments-stg-2.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-06T23:59:59Z,CN=ocapi-payments-stg-2.netgear.com,ocapi-payments-stg-2.netgear.com,ocapi-payments-stg-2.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,02db7c762fe11d5f91a510e68d92de38,4b01e85ca95e3908e4276f2f4c65ab9a48c75ee8f0c7ff200d24b909dc808151,ctls,ocapi-payments-stg-2.netgear.com,cloudfront,443,https://ocapi-payments-stg-2.netgear.com:443,https,CloudFront,text/html,GET,52.222.236.19,/,975921860,2600:9000:223e:5200:3:7fe:1840:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-payments.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-payments.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2024-01-06T23:59:59Z,CN=ocapi-payments-cres.netgear.com,ocapi-payments-cres.netgear.com,ocapialb-payments-cres.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b9c31af646e44a3852e026d33bf71204,4b119acfbee3b18a556069915b6a7cccd76804e0605a0cd765f7e97482383cd5,ctls,ocapi-payments.netgear.com,cloudfront,443,https://ocapi-payments.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.117,/,-753705556,2600:9000:20eb:ea00:1e:b129:a6c0:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-qa.netgear.com,ERROR: The request could not be satisfied,502,951,ocapi-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-14T23:59:59Z,CN=ocapi-qa.netgear.com,ocapi-qa.netgear.com,ocapicep-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,df945af515e43963460e8215b2cc67c5,d4a5fb61b396cbf26b7f60990694f1f6f77ff1f44069b81c7152ecf44d9738f3,ctls,ocapi-qa.netgear.com,cloudfront,443,https://ocapi-qa.netgear.com:443,https,CloudFront,text/html,GET,52.222.214.24,/,1987168544,2600:9000:223d:f200:10:ea7:cd40:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-qaspecial.netgear.com,ERROR: The request could not be satisfied,502,951,ocapi-qaspecial.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-14T23:59:59Z,CN=ocapi-qa.netgear.com,ocapi-qa.netgear.com,ocapicep-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,df945af515e43963460e8215b2cc67c5,d4a5fb61b396cbf26b7f60990694f1f6f77ff1f44069b81c7152ecf44d9738f3,ctls,ocapi-qaspecial.netgear.com,cloudfront,443,https://ocapi-qaspecial.netgear.com:443,https,CloudFront,text/html,GET,52.222.214.120,/,1987168544,2600:9000:223d:7a00:10:ea7:cd40:93a1,Amazon Web Services,20,False,True,,,,,
ocapi-server.netgear.com,ERROR: The request could not be satisfied,403,919,ocapi-server.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-17T23:59:59Z,CN=ocapi-server.netgear.com,ocapi-server.netgear.com,ocapi-server.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc300a454bdd9158dd5a70a5cdf18b77,7fc9e403a835abda249a66c2522bab9292c466928c4ecee40dcbbf4552524c30,ctls,ocapi-server.netgear.com,cloudfront,443,https://ocapi-server.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.88,/,-2115362306,2600:9000:20eb:6000:8:e096:800:93a1,Amazon Web Services,20,False,True,,,,,
ocapi.netgear.com,,403,42,ocapi.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=ocapi.netgear.com,ocapi.netgear.com,ocapicep-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6e3d00871a7a6611b597cfd9f8e92a5,c19bbff7491dcfc932cdad4bde4835aab7aa7f0f9c9acf117ccb6c498196f227,ctls,ocapi.netgear.com,cloudfront,443,https://ocapi.netgear.com:443,https,,application/json,GET,18.66.122.85,/,768769774,2600:9000:2250:9800:9:2406:4e80:93a1,Amazon Web Services,1,False,True,,,,,
ocapicep-internal-qa.netgear.com,ERROR: The request could not be satisfied,403,919,ocapicep-internal-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-09-13T23:59:59Z,CN=ocapicep-internal-qa.netgear.com,ocapicep-internal-qa.netgear.com,ocapicep-internal-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6ab1f15d8f3928e2015f996200b5f3af,4921e87977c6bbf79325db6689de690e7428cac60134a52c3db57947b2e57233,ctls,ocapicep-internal-qa.netgear.com,cloudfront,443,https://ocapicep-internal-qa.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.118,/,1785994317,2600:9000:20eb:a600:11:85e:e380:93a1,Amazon Web Services,20,False,True,,,,,
ocapicep-qa.netgear.com,ERROR: The request could not be satisfied,502,951,ocapicep-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=ocapi.netgear.com,ocapi.netgear.com,ocapicep-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6e3d00871a7a6611b597cfd9f8e92a5,c19bbff7491dcfc932cdad4bde4835aab7aa7f0f9c9acf117ccb6c498196f227,ctls,ocapicep-qa.netgear.com,cloudfront,443,https://ocapicep-qa.netgear.com:443,https,CloudFront,text/html,GET,18.66.122.85,/,-2147382642,2600:9000:2250:1000:9:2406:4e80:93a1,Amazon Web Services,20,False,True,,,,,
ocapigw-qa.netgear.com,,403,23,ocapigw-qa.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=ocapigw-qa.netgear.com,ocapigw-qa.netgear.com,ocapi-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,54465899c9ef6e2a0d8c7abfee4d25f8,c0ce51995d17d8a4d4cca35c3a9339bb64e388d1bf2b2a387e42265a3484a22a,ctls,ocapigw-qa.netgear.com,,443,https://ocapigw-qa.netgear.com:443,https,,application/json,GET,35.168.192.35,/,968070783,44.214.161.100,,1,False,,,,,,
ocapigw-stg.netgear.com,,403,23,ocapigw-stg.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-05-08T23:59:59Z,CN=ocapigw-stg.netgear.com,ocapigw-stg.netgear.com,ocapi-ivr-stg.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,00757b0a593d639a11d514220db2fd31,48c19adf3a5bc940822491e3ccf8da3c392be212abfc9f030693d7ed6c3ae7ae,ctls,ocapigw-stg.netgear.com,,443,https://ocapigw-stg.netgear.com:443,https,,application/json,GET,63.35.90.21,/,968070783,63.33.112.45,,1,False,,,,,,
ocapigw.netgear.com,,403,23,ocapigw.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-05-16T23:59:59Z,CN=ocapigw.netgear.com,ocapigw.netgear.com,ocapi-server.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,903bda47f6bd1eb12f678cb55a08b520,e1eee5cb04db152eecdeabcb70b2f295b533ec5bad682db6593302c3669cc458,ctls,ocapigw.netgear.com,,443,https://ocapigw.netgear.com:443,https,,application/json,GET,54.76.237.5,/,968070783,52.215.51.174,,1,False,,,,,,
ocapisf-qa.netgear.com,ERROR: The request could not be satisfied,502,951,ocapisf-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-12-09T23:59:59Z,CN=ocapisf-qa.netgear.com,ocapisf-qa.netgear.com,ocapisf-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd7fe991b348fe45db8b93f292a7a206,46b419eaf015d142df78603dd0bbc274e693b2a53d62a118de97bc836961b20f,ctls,ocapisf-qa.netgear.com,cloudfront,443,https://ocapisf-qa.netgear.com:443,https,CloudFront,text/html,GET,18.66.122.115,/,-1533906603,2600:9000:2250:6800:13:624f:9440:93a1,Amazon Web Services,20,False,True,,,,,
ocapisf.netgear.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,443,https://ocapisf.netgear.com:443,https,CloudFront,text/html,GET,13.224.189.84,/,-1476120239,2600:9000:20eb:1800:6:d5fa:1600:93a1,Amazon Web Services,20,False,True,,,,http://ocapisf.netgear.com/dreamfactory/dist/index.html,
ocapistg.netgear.com,ERROR: The request could not be satisfied,502,951,ocapistg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-06T23:59:59Z,CN=ocapistg.netgear.com,ocapistg.netgear.com,ocapistg.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6dbef5046772e5ba9406a46a1a36b957,29e0f907bd2f2ae978fe0571c04ba672bab959274e4ce8422684d80afbb8e3a5,ctls,ocapistg.netgear.com,cloudfront,443,https://ocapistg.netgear.com:443,https,CloudFront,text/html,GET,13.32.99.41,/,1935897151,2600:9000:2251:ac00:2:9fec:74c0:93a1,Amazon Web Services,20,False,True,,,,,
ocapistgalb.netgear.com,503 Service Temporarily Unavailable,503,162,,,,,,,,,,,,,,,,,,,80,http://ocapistgalb.netgear.com:80,http,awselb/2.0,text/html,GET,34.240.54.25,/,1862162275,52.215.30.191,,7,False,,,,,,
office365.netgear.com,,200,250,office365.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,office365.netgear.com,,443,https://office365.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,11,False,,,True,,,
onsite.netgear.com,NETGEAR Onsite Support: Home,200,695,onsite.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f6f0e178f9f07fd0f3a33733c521eba,dedbe271b82f1168058e71ee710a28ab4e21812f6ff79f16d06366f006d59728,ctls,onsite.netgear.com,cloudfront,443,https://onsite.netgear.com:443,https,Microsoft-IIS/8.5,text/html,GET,13.32.99.44,/,1631801191,2600:9000:2251:2000:14:b8b2:c440:93a1,Windows Server,16,False,True,,True,,,URL=https://prosupport.netgear.com/onsite_next_business_day_replacement.html
opstraining-dev.netgear.com,Test Page for the Apache HTTP Server,403,3630,opstraining-dev.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-07-24T23:59:59Z,CN=elearning-dev.netgear.com,elearning-dev.netgear.com,opstraining-dev.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cfc19f2943a7fb0d2d4f37a1b35d21e4,7b1fe5892c70e60b01b4707a455b5045dde8f76cfe75443aa188c95e6e0aaded,ctls,opstraining-dev.netgear.com,cloudfront,443,https://opstraining-dev.netgear.com:443,https,Apache/2.4.56 () PHP/7.4.30,text/html,GET,99.86.4.95,/,-780928015,99.86.4.111,PHP:7.4.30,123,False,True,,,,,
opstraining-stg.io.netgear.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://opstraining-stg.io.netgear.com:80,http,CloudFront,text/html,GET,99.86.4.102,/,37377090,99.86.4.24,Amazon Web Services,20,False,True,,,,,
opstraining.netgear.com,NETGEAR OPS Training,200,39089,opstraining.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2024-07-24T23:59:59Z,CN=files.netgear-support.com,files.netgear-support.com,elearning.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d44856d7c0f0fcc86c300b0dd2b197e1,9a0a54e0ed73e6e344c423d85a90018ebcfea23156ce10f09f9cf1f5913876e0,ctls,opstraining.netgear.com,cloudfront,443,https://opstraining.netgear.com:443,https,Apache/2.4.56 () PHP/7.4.30,text/html,GET,99.86.4.102,/,-780928015,99.86.4.86,PHP:7.4.30,343,False,True,,,,,
partners.netgear.com,Powershift Login,200,7034,partners.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-23T23:59:59Z,CN=powershift.netgear.com,powershift.netgear.com,partners.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c086e5743dfce69ebdc7bd1a514d3242,f34fbd6a6f595960c9654132c5c651d66441726c1ac246a4dd69d6fe84a1bc24,ctls,partners.netgear.com,cloudfront,443,https://partners.netgear.com:443,https,,text/html,GET,52.222.214.76,/,1981026271,2600:9000:223d:1c00:f:fc8d:ae80:93a1,HSTS,206,False,True,,,,,
payments-cres-qa.netgear.com,,200,11000,payments-cres-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:00:00Z,2024-04-22T23:59:59Z,CN=billing-qa.netgear.com,billing-qa.netgear.com,billingsdk-qa.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,71aa68fab58f76a442cb74cea2986b83,aa0153ded34188d9747cd452e0417c4f5ce2aaab3e943e4418b881f7821f1df9,ctls,payments-cres-qa.netgear.com,cloudfront,443,https://payments-cres-qa.netgear.com:443,https,AmazonS3,text/html,GET,108.138.17.110,/,-1851491385,2600:9000:2491:8000:1f:b6fa:48c0:93a1,HSTS,194,False,True,,,,,
payments-cres-stg.netgear.com,,200,7367,payments-cres-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-06T23:59:59Z,CN=billing-stg-temp.netgear.com,billing-stg-temp.netgear.com,payments-cres-stg.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b30684244646bfbf32b1c3b13c768b1b,9746f551024f0866c0ecacfc32157e89c5df64bc6bb90ec024e3e62199a1ebfb,ctls,payments-cres-stg.netgear.com,cloudfront,443,https://payments-cres-stg.netgear.com:443,https,,text/html,GET,18.66.97.79,/,-1255347784,2600:9000:223c:f000:c:fec2:5780:93a1,jQuery,174,False,True,,,,,
payments.netgear.com,,200,7367,payments.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-30T23:59:59Z,CN=billing.netgear.com,billing.netgear.com,payments.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0fefc49e12b84a1a6f95135473ffe1a5,0ecb0404ff852617594d131e62e8077e251561509eea8681f19711b139173000,ctls,payments.netgear.com,cloudfront,443,https://payments.netgear.com:443,https,,text/html,GET,18.66.147.90,/,-1255347784,2600:9000:225e:7400:1f:9f80:8b00:93a1,jQuery,174,False,True,,,,,
peernetwork.netgear.com,,503,,peernetwork.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-07-22T23:59:59Z,CN=peernetwork.netgear.com,peernetwork.netgear.com,peernetwork.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,13a108ab01a8c8b74b6fb1fc14eddbcd,4dfc0149fd3ea69536d4c19e71df7931e9988d0ea350ad8dcad096bd86521d41,ctls,peernetwork.netgear.com,,443,https://peernetwork.netgear.com:443,https,,,GET,13.57.62.179,/,-1840324437,13.52.95.207,,1,False,,,,,,
pier50.netgear.com,,200,229,pier50.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,pier50.netgear.com,,443,https://pier50.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,12,False,,,True,,,
pkgdownloads-qa.netgear.com,,404,11,pkgdownloads-qa.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=www.downloads.netgear.com, O=NETGEAR\, INC, L=San Jose, ST=California, C=US",www.downloads.netgear.com,acdownload.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a77e990f7427618b0da5d1578d09108c,2469d9beb06f45f2ec27c486c1099c1c7c4112c7771f0334a819eb66eb4f033e,ctls,pkgdownloads-qa.netgear.com,,443,https://pkgdownloads-qa.netgear.com:443,https,AkamaiNetStorage,,GET,2.17.183.67,/,1864250944,2a02:26f0:1700:195::46,,2,False,,"NETGEAR, INC",,,,
pkgdownloads.netgear.com,,404,10,pkgdownloads.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=www.downloads.netgear.com, O=NETGEAR\, INC, L=San Jose, ST=California, C=US",www.downloads.netgear.com,acdownload.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a77e990f7427618b0da5d1578d09108c,2469d9beb06f45f2ec27c486c1099c1c7c4112c7771f0334a819eb66eb4f033e,ctls,pkgdownloads.netgear.com,,443,https://pkgdownloads.netgear.com:443,https,AkamaiNetStorage,,GET,2.17.183.67,/,1864250944,2a02:26f0:480:b8b::46,,2,False,,"NETGEAR, INC",,,,
