input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired
pulsar-console.azure-westus2.streaming.datastax.com,DataStax - Sign In,200,34804,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.azure-westus2.streaming.datastax.com,https,nginx,text/html,GET,40.91.91.36,/,/bc/image/fileStoreRecord,40.91.91.36,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=2KegyqneYcIOObAgwIhsrPsKKjDzld9,True,,,"Okta, Inc.",http://127.0.0.1:65121,
pulsar-console.ds-dev-aws-ue2.dev.streaming.datastax.com,DataStax - Sign In,200,34697,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.ds-dev-aws-ue2.dev.streaming.datastax.com,https,nginx,text/html,GET,18.119.32.48,/,/bc/image/fileStoreRecord,18.119.32.48,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=4bp2MBrt0fPqxjVi9HKzeuzlyPz7Go,True,,,"Okta, Inc.",pendo-static-5391521872216064.storage.googleapis.com,
pulsar-console.ds-prod-aws-useast2.streaming.datastax.com,DataStax - Sign In,200,34878,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.ds-prod-aws-useast2.streaming.datastax.com,https,nginx,text/html,GET,13.58.93.1,/,/bc/image/fileStoreRecord,13.58.93.1,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=zebA5g2Ov2BLlo1xAVniT8fa5flFCSqy,True,,,"Okta, Inc.",http://localhost:65121,
pulsar-console.ds-test-aws-ue2.staging.streaming.datastax.com,DataStax - Sign In,200,34878,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.ds-test-aws-ue2.staging.streaming.datastax.com,https,nginx,text/html,GET,18.218.97.9,/,/bc/image/fileStoreRecord,18.218.97.9,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=ozXE1TbLWxhyRA4uE3RbQdT0PC7XfzgO,True,,,"Okta, Inc.",http://localhost:65111,
pulsar-console.gcp-australiase1.streaming.datastax.com,DataStax - Sign In,200,34853,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-australiase1.streaming.datastax.com,https,nginx,text/html,GET,34.87.242.220,/,/bc/image/fileStoreRecord,34.87.242.220,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=mzS0GSFvWIGXNZ6SkNaU414T4nQ4My,True,,,"Okta, Inc.",http://localhost:65111,
pulsar-console.gcp-europewest1.streaming.datastax.com,DataStax - Sign In,200,34899,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-europewest1.streaming.datastax.com,https,nginx,text/html,GET,35.240.33.146,/,/bc/image/fileStoreRecord,35.240.33.146,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=DOfwaYcyBj0769qdKJbO7Sb1bCECXeAL,True,,,"Okta, Inc.",https://oinmanager.okta.com,
pulsar-console.gcp-uscentral1.streaming.datastax.com,DataStax - Sign In,200,34864,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-uscentral1.streaming.datastax.com,https,nginx,text/html,GET,34.172.188.177,/,/bc/image/fileStoreRecord,34.172.188.177,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=Zvk1cqCwaOUcLMxlIi5rRfyXueFXjaJ,True,,,"Okta, Inc.",*.ingest.sentry.io,
pulsar-console.gcp-useast1.dev.streaming.datastax.com,DataStax - Sign In,200,34730,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast1.dev.streaming.datastax.com,https,nginx,text/html,GET,35.237.241.43,/,/bc/image/fileStoreRecord,35.237.241.43,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=D0rShUgQDZuHiNH5JDzQFqGOrmr53N,True,,,"Okta, Inc.",*.tiles.mapbox.com,
pulsar-console.gcp-useast1.staging.streaming.datastax.com,DataStax - Sign In,200,34851,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast1.staging.streaming.datastax.com,https,nginx,text/html,GET,35.237.35.60,/,/bc/image/fileStoreRecord,35.237.35.60,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=hMm8CV4ppArIbQRpsWapPxnJUiudU,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65141,
pulsar-console.gcp-useast1.streaming.datastax.com,DataStax - Sign In,200,34925,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast1.streaming.datastax.com,https,nginx,text/html,GET,34.148.176.167,/,/bc/image/fileStoreRecord,34.148.176.167,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=OPZisB6HVcPqJ92ojPvIsQ2WrMzg60,True,,,"Okta, Inc.",fonts.gstatic.com,
pulsar-console.gcp-useast4.dev.streaming.datastax.com,DataStax - Sign In,200,34837,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast4.dev.streaming.datastax.com,https,nginx,text/html,GET,35.199.41.185,/,/bc/image/fileStoreRecord,35.199.41.185,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=g4joQk6GuauYAlfDYkTfYRZkVZMasfL,True,,,"Okta, Inc.",*.oktacdn.com,
pulsar-console.gcp-useast4.staging.streaming.datastax.com,DataStax - Sign In,200,34847,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast4.staging.streaming.datastax.com,https,nginx,text/html,GET,35.199.63.1,/,/bc/image/fileStoreRecord,35.199.63.1,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=qy2DYKprkEpXuMhbCfLGV1RlAFzrTs,True,,,"Okta, Inc.",*.ingest.sentry.io,
pulsar-console.gcp-useast4.streaming.datastax.com,DataStax - Sign In,200,34879,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,google,443,https://pulsar-console.gcp-useast4.streaming.datastax.com,https,nginx,text/html,GET,34.150.228.55,/,/bc/image/fileStoreRecord,34.150.228.55,Nginx,220,False,True,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=kURIbJ0LKVEckkmgU0t4u80UN4Uxnzg,True,,,"Okta, Inc.",data.pendo.io,
pulsar-console.kd-dev-aws-useast1.streaming.datastax.com,DataStax - Sign In,200,34843,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-dev-aws-useast1.streaming.datastax.com,https,nginx,text/html,GET,34.203.49.36,/,/bc/image/fileStoreRecord,3.230.141.177,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=vTGRAAHEshxe1VO97QUMN1vXX8ser4F,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65111,
pulsar-console.kd-dev-azure-eastus.streaming.datastax.com,DataStax - Sign In,200,34809,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-dev-azure-eastus.streaming.datastax.com,https,nginx,text/html,GET,52.186.162.130,/,/bc/image/fileStoreRecord,52.186.162.130,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=AJcvj14nlPTbptGyKAayqH8HRBdov,True,,,"Okta, Inc.",*.vidyard.com,
pulsar-console.kd-prod-aws-apsoutheast1.streaming.datastax.com,DataStax - Sign In,200,34798,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-aws-apsoutheast1.streaming.datastax.com,https,nginx,text/html,GET,13.228.137.120,/,/bc/image/fileStoreRecord,13.228.137.120,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=H0Q8oju27rcgUkDIx3lF2tltyx4W24i,True,,,"Okta, Inc.",*.mtls.okta.com,
pulsar-console.kd-prod-aws-euwest2.streaming.datastax.com,DataStax - Sign In,200,34862,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-aws-euwest2.streaming.datastax.com,https,nginx,text/html,GET,18.135.113.174,/,/bc/image/fileStoreRecord,18.135.113.174,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=GQDBpOBJWNfP8TzQ8WbxLIU1snWu94,True,,,"Okta, Inc.",login.okta.com,
pulsar-console.kd-prod-aws-euwest3.streaming.datastax.com,DataStax - Sign In,200,34815,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-aws-euwest3.streaming.datastax.com,https,nginx,text/html,GET,13.37.113.190,/,/bc/image/fileStoreRecord,13.37.113.190,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=WhyHRUoKFm7IfKDC2BDQGcYQR0ztv,True,,,"Okta, Inc.",pendo-static-5391521872216064.storage.googleapis.com,
pulsar-console.kd-prod-aws-useast1.streaming.datastax.com,DataStax - Sign In,200,34848,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-aws-useast1.streaming.datastax.com,https,nginx,text/html,GET,34.228.88.147,/,/bc/image/fileStoreRecord,34.228.88.147,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=Vg0Z60Omv4oIysekgRM5oy7itTvHAjyR,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:8769,
pulsar-console.kd-prod-aws-uswest2.streaming.datastax.com,DataStax - Sign In,200,34805,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-aws-uswest2.streaming.datastax.com,https,nginx,text/html,GET,44.241.93.10,/,/bc/image/fileStoreRecord,44.241.93.10,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=PNFShQ3Be9cjVeG9kYiWZlhrhmm4V8,True,,,"Okta, Inc.",pendo-static-5634101834153984.storage.googleapis.com,
pulsar-console.kd-prod-azure-centralus.streaming.datastax.com,DataStax - Sign In,200,34857,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-azure-centralus.streaming.datastax.com,https,nginx,text/html,GET,20.37.133.213,/,/bc/image/fileStoreRecord,20.37.133.213,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=gsjG3bNhl0a6ZaPgfwjes2SiLWbmyVl2,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65111,
pulsar-console.kd-prod-azure-eastus.streaming.datastax.com,DataStax - Sign In,200,34905,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-prod-azure-eastus.streaming.datastax.com,https,nginx,text/html,GET,20.241.207.89,/,/bc/image/fileStoreRecord,20.241.207.89,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=Dzs4WCjy76siwFOLwmaeyPJFejaYpjTg,True,,,"Okta, Inc.",http://localhost:65141,
pulsar-console.kd-uat-aws-euwest2.streaming.datastax.com,DataStax - Sign In,200,34921,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://pulsar-console.kd-uat-aws-euwest2.streaming.datastax.com,https,nginx,text/html,GET,18.135.131.56,/,/bc/image/fileStoreRecord,18.135.131.56,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=zf2wOOyrJosEfCyShDfmsHBacc1C2AS,True,,,"Okta, Inc.",pendo-static-5634101834153984.storage.googleapis.com,
