new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa
,investors.epam.com,"2.19.120.81, 2.19.120.75","epamsystems.gcs-web.com, leapfrog-ssl-15472.edgekey.net, e15472.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:7100::687e:25ab, 2a02:26f0:7100::687e:25aa",,,
,invite.epam.com,"104.18.22.22, 104.18.23.22",invite.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1616, 2606:4700::6812:1716",,,
,isi.epam.com,213.184.243.139,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,itsec.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,itsubbotnik.epam.com,52.27.5.32,events.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,jdi.epam.com,"18.161.97.121, 18.161.97.122, 18.161.97.78, 18.161.97.40",d1504z2nfy2vml.cloudfront.net,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-127.awsdns-15.com, ns-1036.awsdns-01.org, ns-1542.awsdns-00.co.uk, ns-934.awsdns-52.net",,,"2600:9000:25e8:3a00:18:84be:a740:93a1, 2600:9000:25e8:e400:18:84be:a740:93a1, 2600:9000:25e8:7600:18:84be:a740:93a1, 2600:9000:25e8:6400:18:84be:a740:93a1, 2600:9000:25e8:1600:18:84be:a740:93a1, 2600:9000:25e8:1000:18:84be:a740:93a1, 2600:9000:25e8:c000:18:84be:a740:93a1, 2600:9000:25e8:2800:18:84be:a740:93a1",,,
,jenkins.aws.sche-digi.projects.epam.com,10.68.69.37,,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.68.69.37,,,,
,jenkins.cicd.odahu.epam.com,34.74.112.147,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,jenkins.dbnk.lab.epam.com,34.92.242.17,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,jira-api.epam.com,91.120.43.52,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,jira.epam.com,"104.18.0.91, 104.18.1.91",jira.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:5b, 2606:4700::6812:15b",,,
,jiraeu-api.epam.com,91.120.43.52,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,jiraeu.epam.com,"104.18.12.213, 104.18.13.213",jiraeu.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:cd5, 2606:4700::6812:dd5",,,
,jirapct-api.epam.com,174.128.60.165,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,jobs.epam.com,91.120.43.48,evhubudsa0048.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,join.epam.com,"65.9.86.105, 65.9.86.113, 65.9.86.48, 65.9.86.21",,"ns-1412.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1412.awsdns-48.org, ns-1880.awsdns-43.co.uk, ns-80.awsdns-10.com, ns-941.awsdns-53.net",,,,,,
,journey.epam.com,"104.18.12.91, 104.18.13.91",journey.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,js.lab.epam.com,85.223.209.66,ecsd00100b73.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,jupiter.epm-dce.projects.epam.com,34.140.132.102,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,,,,,
,jupyter.sdmx.epm-rtc.projects.epam.com,52.1.249.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,kas.autocode.git.epam.com,91.120.43.35,evhubudsa0266.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,kas.gitbud.epam.com,91.120.43.10,evhubudsa0145.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,kas.gitpct.epam.com,174.128.60.171,evusprisa0054.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,kb-api.epam.com,91.120.43.52,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,34.69.142.167,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,keycloak.ref.gcp.gnrg-osdu.projects.epam.com,34.67.208.38,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,keycloak.reference.gcp.gnrg-osdu.projects.epam.com,34.132.195.128,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,km.epam.com,"104.18.12.91, 104.18.13.91","info.epam.com, info.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,kubeflow.df.epm-daso.projects.epam.com,35.193.97.89,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/istio-system/istio-ingressgateway",,
,kubeflow.prod.df.epm-daso.projects.epam.com,,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,learn.epam.com,"104.18.18.217, 104.18.19.217",learn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:12d9, 2606:4700::6812:13d9",,,
,learnstudio.epam.com,"104.18.13.91, 104.18.12.91",learnstudio.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,letter.epam.com,,letter.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,letter.lab.epam.com,"104.18.12.91, 104.18.13.91",letter.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,levelup.epam.com,"104.18.12.91, 104.18.13.91",levelup.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,library.epam.com,"104.18.12.91, 104.18.13.91",library.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,links.ami.epam.com,"151.101.65.195, 151.101.1.195",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,links.connect.epam.com,"151.101.65.195, 151.101.1.195",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,lm.learn.epam.com,3.94.44.203,ec2-3-94-44-203.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,
,locations.epam.com,"104.18.13.91, 104.18.12.91",locations.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,login-demo.telescope.epam.com,"104.18.9.77, 104.18.8.77",login-demo.telescope.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:84d, 2606:4700::6812:94d",,,
,login-docs.epam.com,"104.18.13.91, 104.18.12.91",login-docs.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,login-stage.docs.epam.com,"104.18.21.196, 104.18.20.196",login-stage.docs.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:15c4, 2606:4700::6812:14c4",,,
,login.epam.com,54.144.128.85,,,NOERROR,,,,,,,
,login.learn.epam.com,20.79.92.18,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,logs-infra-vodc.lab.epam.com,"104.18.12.91, 104.18.13.91",logs-infra-vodc.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,logs.epm-ppa.projects.epam.com,"104.18.13.91, 104.18.12.91",logs.epm-ppa.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,lunch-kh.lab.epam.com,,evuakyisd0f37.kyiv.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,lyncdiscover.epam.com,52.112.66.142,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,2603:1037:0:c::12,,,
,lynchkgwebext.epam.com,23.97.79.167,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,lyncspb.epam.com,46.229.218.8,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,lyncspbwebext.epam.com,46.229.218.8,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,m3.cloud.epam.com,,d8e3cjjx3hrkx.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,
,m3modapi-dev2.cloud.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,m5-app.prod.df.epm-daso.projects.epam.com,34.68.197.201,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=e721eb1a-0e5a-4d2d-9139-11c08bffbe89,external-dns/resource=ingress/m5-app-env/m5-app",,
,mac-demo.sap-supp.projects.epam.com,85.223.209.62,ecsd0010083b.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,mac-hatest.sap-supp.projects.epam.com,,ecsd00100dad.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,maestro3.cloud.epam.com,"13.225.78.73, 13.225.78.87, 13.225.78.52, 13.225.78.14",d62my50ic0ece.cloudfront.net,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-140.awsdns-17.com, ns-1384.awsdns-45.org, ns-1915.awsdns-47.co.uk, ns-944.awsdns-54.net",,,"2600:9000:21f3:4000:6:f127:2780:93a1, 2600:9000:21f3:9600:6:f127:2780:93a1, 2600:9000:21f3:1a00:6:f127:2780:93a1, 2600:9000:21f3:9800:6:f127:2780:93a1, 2600:9000:21f3:c200:6:f127:2780:93a1, 2600:9000:21f3:7000:6:f127:2780:93a1, 2600:9000:21f3:4400:6:f127:2780:93a1, 2600:9000:21f3:400:6:f127:2780:93a1",,,
,mail.epam.com,91.120.43.4,owabud.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,mazda-cirrus-7.radar.epam.com,,,,NOERROR,,,,,,,
,mdm.lab.epam.com,10.66.217.109,,"freedns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,"freedns2.registrar-servers.com, freedns3.registrar-servers.com, freedns4.registrar-servers.com, freedns1.registrar-servers.com, freedns5.registrar-servers.com",True,10.66.217.109,,,,
,meal.gomel.epam.com,217.21.63.231,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,meet.epam.com,"91.120.43.12, 46.229.218.8",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,meeting.epam.com,"91.120.43.16, 91.120.43.14, 91.120.43.15",,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1414.awsdns-48.org, ns-1676.awsdns-17.co.uk, ns-286.awsdns-35.com, ns-563.awsdns-06.net",,,,,,
,menu.epam.com,"104.18.12.91, 104.18.13.91",menu.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,meta.lab.epam.com,"104.18.13.91, 104.18.12.91",meta.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,metrics-infra-vodc.lab.epam.com,"104.18.13.91, 104.18.12.91",metrics-infra-vodc.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,micro.epm-dce.projects.epam.com,10.6.219.64,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-b3.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com",True,10.6.219.64,,,,
,miew.opensource.epam.com,"44.212.161.49, 52.73.103.215, 54.84.204.246, 34.225.58.83, 54.84.122.197, 54.87.213.225",oss-1204092014.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,minio.ofp.gcp.gnrg-osdu.projects.epam.com,34.69.142.167,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,minio.ref.gcp.gnrg-osdu.projects.epam.com,34.67.208.38,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,mock1.aws.sche-digi.projects.epam.com,10.68.69.37,,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.68.69.37,,,,
,mock2.aws.sche-digi.projects.epam.com,10.68.69.37,,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.68.69.37,,,,
,monitor.gaia.axa.epm-rtc.projects.epam.com,52.1.249.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,monitor.hemera.axa.epm-rtc.projects.epam.com,52.1.249.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,monitor.uat.ra.epm-rtc.projects.epam.com,107.21.119.201,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,moobud.epam.com,91.120.43.43,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,mrcdocker.petersburg.epam.com,46.229.218.4,ecse0010035e.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,mrcnexus.petersburg.epam.com,91.120.43.140,ecse005001d3.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,mreg.settlement.lab.epam.com,"104.18.13.91, 104.18.12.91",mreg.settlement.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,ms.crm.epam.com,"104.18.6.36, 104.18.7.36",ms.crm.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:624, 2606:4700::6812:724",,,
,msdp.learn.epam.com,"104.18.18.217, 104.18.19.217","learn.epam.com, learn.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:12d9, 2606:4700::6812:13d9",,,
,msoid.epam.com,"20.190.160.22, 40.126.32.136, 40.126.32.133, 40.126.32.68, 40.126.32.138, 40.126.32.74, 20.190.160.20, 20.190.160.14","clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,"2603:1027:1:d8::4, 2603:1026:3000:d0::9, 2603:1026:3000:c8::b, 2603:1026:3000:d0::6, 2603:1026:3000:d0::d, 2603:1026:3000:d0::, 2603:1027:1:d8::9, 2603:1027:1:d8::5",,,
,my-networks-api.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/awc-prod/be-my-networks-api\""",,
,navision.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,neo.epam.com,"13.32.27.91, 13.32.27.66, 13.32.27.124, 13.32.27.42",,"ns-1443.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1961.awsdns-53.co.uk, ns-1443.awsdns-52.org, ns-353.awsdns-44.com, ns-718.awsdns-25.net",,,,,,
,netman.epam.com,217.21.56.5,evbyminsa0014.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,networks.epam.com,"104.18.12.91, 104.18.13.91",networks.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,noborders.epam.com,"65.9.86.124, 65.9.86.14, 65.9.86.13, 65.9.86.93",,"ns-1598.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1468.awsdns-55.org, ns-1598.awsdns-07.co.uk, ns-242.awsdns-30.com, ns-951.awsdns-54.net",,,,,,
,notification-ca-stage.epm-ppa.projects.epam.com,"104.18.12.91, 104.18.13.91",notification-ca-stage.epm-ppa.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,notifications-hub.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/awc-prod/cm-acme-http-solver-4p2wl\""",,
,npfrgs-stg.epam.com,79.133.71.113,evrusarsd0487ip3.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,nrf-supp.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ns1.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ns2.epam.com,174.128.60.108,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ns3.epam.com,217.21.63.6,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,odahu01.epm-wpm.projects.epam.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,oem.dev.epmp-aos.projects.epam.com,20.126.209.112,,"maisie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,officespace.epam.com,,,,NOERROR,,,,,,,
,okr.epam.com,"104.18.13.91, 104.18.12.91",okr.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,oleg.epm-dce.projects.epam.com,104.199.69.178,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,,,,,
,onboarder.epam.com,"104.18.13.91, 104.18.12.91",onboarder.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,onboarding.epam.com,"104.18.13.91, 104.18.12.91",onboarding.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,onecrm.epam.com,"104.18.12.91, 104.18.13.91",onecrm.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,online2-stage.esign.epam.com,"104.18.5.112, 104.18.4.112",online2-stage.esign.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:570, 2606:4700::6812:470",,,
,opensource.epam.com,3.214.134.159,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,opportunities.epam.com,"104.18.12.91, 104.18.13.91",opportunities.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,opswat-cloudflare.epm-ssys.projects.epam.com,,opswat-cloudflare.epm-ssys.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,osdu.ofp.gcp.gnrg-osdu.projects.epam.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,osdu.ref.gcp.gnrg-osdu.projects.epam.com,34.67.208.38,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,osdu.reference.gcp.gnrg-osdu.projects.epam.com,34.132.195.128,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,otconblockchain.lab.epam.com,85.223.209.34,ecsd00300245.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,owabud.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,paasmsq.epam.com,"217.21.63.98, 217.21.63.97",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,paasspb.epam.com,"46.229.218.182, 46.229.218.181",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,padawans.net.lab.epam.com,217.21.63.68,ecsc00a03a3e.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,pal.pear-ltas.projects.epam.com,174.128.60.224,ecse00500ab0.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,parking-staging.hungary.epam.com,"104.18.12.91, 104.18.13.91",parking-staging.hungary.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,parking.epam.com,,parking.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,pas.epam.com,79.133.71.163,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,people.epam.com,"104.18.13.19, 104.18.12.19",people.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d13, 2606:4700::6812:c13",,,
,perf-alfa.epm-dce.projects.epam.com,35.240.64.54,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-c4.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com",,,,,,
,perf-beta.epm-dce.projects.epam.com,34.78.118.118,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e1.googledomains.com",,,,,,
,perf.delivery.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,perf.time.epam.com,"104.18.10.86, 104.18.11.86",perf.time.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:b56, 2606:4700::6812:a56",,,
,performance-epam.epm-dce.projects.epam.com,104.155.75.43,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-e4.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com",,,,,,
,perth.radar.epam.com,,,,NOERROR,,,,,,,
,pexmcu-eu3.epm-ucrd.projects.epam.com,"91.120.43.16, 91.120.43.14, 91.120.43.15",meeting.epam.com,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-563.awsdns-06.net, ns-1414.awsdns-48.org, ns-1676.awsdns-17.co.uk, ns-286.awsdns-35.com",,,,,,
,pgadmin.staging.epm-iga.projects.epam.com,"10.68.49.49, 10.68.49.18",,"ns-660.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.49.49, 10.68.49.18",,,,
,pimms.epam.com,188.163.232.139,evualvisd0106.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,pipeline.epam.com,"104.18.13.91, 104.18.12.91",pipeline.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,pkup.epam.com,"104.18.13.91, 104.18.12.91",pkup.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,platform-vault-edr-check.mdtu-ddm.projects.epam.com,,,,NOERROR,,,,,,,
,platform-vault-for-updates-6.mdtu-ddm.projects.epam.com,54.144.128.85,,,NOERROR,,,,,,,
,platform-vault-perf-master.mdtu-ddm.projects.epam.com,,,,NOERROR,,,,,,,
,plus.epam.com,"104.18.12.91, 104.18.13.91",plus.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,pmc.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,pmcmsq.epam.com,91.120.43.203,evhubudsa0114.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,pmcpct.epam.com,91.120.43.203,evhubudsa0114.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,policy.epam.com,"104.18.12.91, 104.18.13.91","info.epam.com, info.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,portal.cloud.epam.com,"104.18.15.81, 104.18.14.81",portal.cloud.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:e51, 2606:4700::6812:f51",,,
,post.lb.lequipeur.kyiv.epam.com,85.223.209.71,ecsd0010012a.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,post.lb.marks.kyiv.epam.com,85.223.209.71,ecsd0010012a.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,preferences.epam.com,"104.16.95.80, 104.16.92.80, 104.16.96.80, 104.16.93.80, 104.16.94.80","030-gzp-996.mktoweb.com, ab46.mktoedge.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
